"Month","Date","Datetime","Settlement_Period","Demand_Forecast","Demand_Outturn","TRIAD_Avoidance_Estimate","TRIAD_Avoidance_Corrected_Demand_Outturn","APE","Absolute_Error","Publish_Datetime"
"Aug",2021-08-05,"2021-08-05T06:00:00Z",12,19720,19619,0,19619,0.5,101,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T06:30:00Z",13,21473,21251,0,21251,1,222,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T07:00:00Z",14,23029,22457,0,22457,2.5,572,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T07:30:00Z",15,25031,24155,0,24155,3.6,876,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T08:00:00Z",16,26317,25247,0,25247,4.2,1070,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T08:30:00Z",17,27153,26347,0,26347,3.1,806,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T09:00:00Z",18,27460,26646,0,26646,3.1,814,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T09:30:00Z",19,27655,26646,0,26646,3.8,1009,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T10:00:00Z",20,27660,26462,0,26462,4.5,1198,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T10:30:00Z",21,27444,26207,0,26207,4.7,1237,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T11:00:00Z",22,27629,26020,0,26020,6.2,1609,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T11:30:00Z",23,27623,26207,0,26207,5.4,1416,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T12:00:00Z",24,27693,26444,0,26444,4.7,1249,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T12:30:00Z",25,27780,26841,0,26841,3.5,939,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T13:00:00Z",26,27727,26849,0,26849,3.3,878,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T13:30:00Z",27,27570,26792,0,26792,2.9,778,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T14:00:00Z",28,27530,26883,0,26883,2.4,647,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T14:30:00Z",29,27657,26967,0,26967,2.6,690,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T15:00:00Z",30,27619,27098,0,27098,1.9,521,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T15:30:00Z",31,27626,27102,0,27102,1.9,524,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T16:00:00Z",32,27765,27387,0,27387,1.4,378,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T16:30:00Z",33,28272,28049,0,28049,0.8,223,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T17:00:00Z",34,28794,29005,0,29005,0.7,211,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T17:30:00Z",35,29514,29803,0,29803,1,289,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T18:00:00Z",36,29864,30178,0,30178,1,314,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T18:30:00Z",37,29872,30198,0,30198,1.1,326,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T19:00:00Z",38,29970,29982,0,29982,0,12,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T19:30:00Z",39,29085,29887,0,29887,2.7,802,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T20:00:00Z",40,28280,29518,0,29518,4.2,1238,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T20:30:00Z",41,28299,28894,0,28894,2.1,595,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T21:00:00Z",42,27740,28515,0,28515,2.7,775,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T21:30:00Z",43,27118,27944,0,27944,3,826,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T22:00:00Z",44,26034,26670,0,26670,2.4,636,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T22:30:00Z",45,24853,25415,0,25415,2.2,562,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T23:00:00Z",46,23373,24021,0,24021,2.7,648,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-05T23:30:00Z",47,22046,22519,0,22519,2.1,473,"2021-08-04T08:45:00Z"
"Aug",2021-08-05,"2021-08-06T00:00:00Z",48,20870,21252,0,21252,1.8,382,"2021-08-04T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T00:30:00Z",1,20060,20330,0,20330,1.3,270,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T01:00:00Z",2,19349,19682,0,19682,1.7,333,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T01:30:00Z",3,18884,19245,0,19245,1.9,361,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T02:00:00Z",4,18590,19017,0,19017,2.2,427,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T02:30:00Z",5,18297,18579,0,18579,1.5,282,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T03:00:00Z",6,17939,18256,0,18256,1.7,317,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T03:30:00Z",7,17766,18080,0,18080,1.7,314,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T04:00:00Z",8,17759,18048,0,18048,1.6,289,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T04:30:00Z",9,17830,18100,0,18100,1.5,270,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T05:00:00Z",10,18112,18203,0,18203,0.5,91,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T05:30:00Z",11,18841,18687,0,18687,0.8,154,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T06:00:00Z",12,19534,19206,0,19206,1.7,328,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T06:30:00Z",13,21250,20850,0,20850,1.9,400,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T07:00:00Z",14,22866,22207,0,22207,3,659,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T07:30:00Z",15,25036,24170,0,24170,3.6,866,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T08:00:00Z",16,26279,25598,0,25598,2.7,681,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T08:30:00Z",17,27292,26681,0,26681,2.3,611,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T09:00:00Z",18,27540,27158,0,27158,1.4,382,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T09:30:00Z",19,27600,27280,0,27280,1.2,320,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T10:00:00Z",20,27154,27132,0,27132,0.1,22,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T10:30:00Z",21,26775,26899,0,26899,0.5,124,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T11:00:00Z",22,26340,26459,0,26459,0.4,119,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T11:30:00Z",23,26227,26087,0,26087,0.5,140,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T12:00:00Z",24,26099,25885,0,25885,0.8,214,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T12:30:00Z",25,25972,26023,0,26023,0.2,51,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T13:00:00Z",26,25570,25610,0,25610,0.2,40,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T13:30:00Z",27,25040,24918,0,24918,0.5,122,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T14:00:00Z",28,24663,24407,0,24407,1,256,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T14:30:00Z",29,24536,24173,0,24173,1.5,363,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T15:00:00Z",30,24430,23778,0,23778,2.7,652,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T15:30:00Z",31,24618,23790,0,23790,3.5,828,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T16:00:00Z",32,24675,24155,0,24155,2.2,520,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T16:30:00Z",33,25016,24461,0,24461,2.3,555,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T17:00:00Z",34,25867,25376,0,25376,1.9,491,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T17:30:00Z",35,26737,26112,0,26112,2.4,625,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T18:00:00Z",36,27096,26526,0,26526,2.1,570,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T18:30:00Z",37,27123,26859,0,26859,1,264,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T19:00:00Z",38,27320,26938,0,26938,1.4,382,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T19:30:00Z",39,27176,26923,0,26923,0.9,253,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T20:00:00Z",40,27032,26611,0,26611,1.6,421,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T20:30:00Z",41,26790,26331,0,26331,1.7,459,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T21:00:00Z",42,26950,26078,0,26078,3.3,872,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T21:30:00Z",43,26825,26117,0,26117,2.7,708,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T22:00:00Z",44,25842,25691,0,25691,0.6,151,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T22:30:00Z",45,24756,24653,0,24653,0.4,103,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T23:00:00Z",46,23509,23315,0,23315,0.8,194,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-06T23:30:00Z",47,22167,22038,0,22038,0.6,129,"2021-08-05T08:45:00Z"
"Aug",2021-08-06,"2021-08-07T00:00:00Z",48,21140,20696,0,20696,2.1,444,"2021-08-05T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T00:30:00Z",1,19680,19900,0,19900,1.1,220,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T01:00:00Z",2,18968,19142,0,19142,0.9,174,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T01:30:00Z",3,18300,18561,0,18561,1.4,261,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T02:00:00Z",4,18020,18351,0,18351,1.8,331,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T02:30:00Z",5,17556,17927,0,17927,2.1,371,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T03:00:00Z",6,17097,17580,0,17580,2.7,483,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T03:30:00Z",7,16839,17377,0,17377,3.1,538,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T04:00:00Z",8,16730,17198,0,17198,2.7,468,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T04:30:00Z",9,16602,17176,0,17176,3.3,574,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T05:00:00Z",10,16530,17165,0,17165,3.7,635,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T05:30:00Z",11,16613,17357,0,17357,4.3,744,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T06:00:00Z",12,16815,17259,0,17259,2.6,444,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T06:30:00Z",13,17320,18279,0,18279,5.2,959,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T07:00:00Z",14,17878,19062,0,19062,6.2,1184,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T07:30:00Z",15,18861,20154,0,20154,6.4,1293,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T08:00:00Z",16,19679,20951,0,20951,6.1,1272,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T08:30:00Z",17,20777,22058,0,22058,5.8,1281,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T09:00:00Z",18,21600,22715,0,22715,4.9,1115,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T09:30:00Z",19,22463,23287,0,23287,3.5,824,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T10:00:00Z",20,22767,23587,0,23587,3.5,820,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T10:30:00Z",21,23030,23717,0,23717,2.9,687,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T11:00:00Z",22,23046,23831,0,23831,3.3,785,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T11:30:00Z",23,23117,23662,0,23662,2.3,545,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T12:00:00Z",24,23086,23693,0,23693,2.6,607,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T12:30:00Z",25,23130,23828,0,23828,2.9,698,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T13:00:00Z",26,22989,23717,0,23717,3.1,728,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T13:30:00Z",27,22768,23560,0,23560,3.4,792,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T14:00:00Z",28,22405,23176,0,23176,3.3,771,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T14:30:00Z",29,22170,22889,0,22889,3.1,719,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T15:00:00Z",30,22210,22603,0,22603,1.7,393,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T15:30:00Z",31,22335,22486,0,22486,0.7,151,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T16:00:00Z",32,22639,22629,0,22629,0,10,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T16:30:00Z",33,23062,23338,0,23338,1.2,276,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T17:00:00Z",34,24018,24225,0,24225,0.9,207,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T17:30:00Z",35,25042,25184,0,25184,0.6,142,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T18:00:00Z",36,25599,25889,0,25889,1.1,290,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T18:30:00Z",37,26024,26329,0,26329,1.2,305,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T19:00:00Z",38,26130,26359,0,26359,0.9,229,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T19:30:00Z",39,26128,26457,0,26457,1.2,329,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T20:00:00Z",40,25386,26409,0,26409,3.9,1023,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T20:30:00Z",41,25320,25988,0,25988,2.6,668,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T21:00:00Z",42,25230,25708,0,25708,1.9,478,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T21:30:00Z",43,24947,25494,0,25494,2.1,547,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T22:00:00Z",44,24311,24648,0,24648,1.4,337,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T22:30:00Z",45,23524,23581,0,23581,0.2,57,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T23:00:00Z",46,22481,22270,0,22270,0.9,211,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-07T23:30:00Z",47,21457,20920,0,20920,2.6,537,"2021-08-06T08:45:00Z"
"Aug",2021-08-07,"2021-08-08T00:00:00Z",48,20430,19865,0,19865,2.8,565,"2021-08-06T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T00:30:00Z",1,19330,19102,0,19102,1.2,228,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T01:00:00Z",2,18659,18498,0,18498,0.9,161,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T01:30:00Z",3,18044,17915,0,17915,0.7,129,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T02:00:00Z",4,17690,17670,0,17670,0.1,20,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T02:30:00Z",5,17223,17156,0,17156,0.4,67,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T03:00:00Z",6,16800,16657,0,16657,0.9,143,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T03:30:00Z",7,16469,16509,0,16509,0.2,40,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T04:00:00Z",8,16305,16418,0,16418,0.7,113,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T04:30:00Z",9,16105,16362,0,16362,1.6,257,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T05:00:00Z",10,15900,16312,0,16312,2.5,412,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T05:30:00Z",11,16060,16374,0,16374,1.9,314,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T06:00:00Z",12,16109,16314,0,16314,1.3,205,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T06:30:00Z",13,16455,16770,0,16770,1.9,315,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T07:00:00Z",14,16962,17168,0,17168,1.2,206,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T07:30:00Z",15,17644,17975,0,17975,1.8,331,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T08:00:00Z",16,18372,18632,0,18632,1.4,260,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T08:30:00Z",17,19295,19981,0,19981,3.4,686,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T09:00:00Z",18,19770,21057,0,21057,6.1,1287,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T09:30:00Z",19,20593,21972,0,21972,6.3,1379,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T10:00:00Z",20,21147,22567,0,22567,6.3,1420,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T10:30:00Z",21,21580,23147,0,23147,6.8,1567,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T11:00:00Z",22,21895,23473,0,23473,6.7,1578,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T11:30:00Z",23,21950,23788,0,23788,7.7,1838,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T12:00:00Z",24,21761,23764,0,23764,8.4,2003,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T12:30:00Z",25,21829,23717,0,23717,8,1888,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T13:00:00Z",26,21553,23337,0,23337,7.6,1784,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T13:30:00Z",27,20980,22720,0,22720,7.7,1740,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T14:00:00Z",28,21051,22179,0,22179,5.1,1128,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T14:30:00Z",29,21168,21953,0,21953,3.6,785,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T15:00:00Z",30,21163,21644,0,21644,2.2,481,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T15:30:00Z",31,21174,21846,0,21846,3.1,672,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T16:00:00Z",32,21561,21912,0,21912,1.6,351,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T16:30:00Z",33,22578,22654,0,22654,0.3,76,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T17:00:00Z",34,23177,23451,0,23451,1.2,274,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T17:30:00Z",35,24238,24399,0,24399,0.7,161,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T18:00:00Z",36,24890,25071,0,25071,0.7,181,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T18:30:00Z",37,25304,25399,0,25399,0.4,95,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T19:00:00Z",38,25513,25361,0,25361,0.6,152,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T19:30:00Z",39,25610,25469,0,25469,0.6,141,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T20:00:00Z",40,25670,25608,0,25608,0.2,62,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T20:30:00Z",41,25695,25593,0,25593,0.4,102,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T21:00:00Z",42,25650,25553,0,25553,0.4,97,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T21:30:00Z",43,25487,25695,0,25695,0.8,208,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T22:00:00Z",44,24803,24901,0,24901,0.4,98,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T22:30:00Z",45,24181,24121,0,24121,0.2,60,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T23:00:00Z",46,22801,22847,0,22847,0.2,46,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-08T23:30:00Z",47,21153,21447,0,21447,1.4,294,"2021-08-07T08:45:00Z"
"Aug",2021-08-08,"2021-08-09T00:00:00Z",48,20010,20297,0,20297,1.4,287,"2021-08-07T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T00:30:00Z",1,19050,19508,0,19508,2.3,458,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T01:00:00Z",2,18433,19001,0,19001,3,568,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T01:30:00Z",3,18173,18721,0,18721,2.9,548,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T02:00:00Z",4,18170,18600,0,18600,2.3,430,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T02:30:00Z",5,17918,18368,0,18368,2.4,450,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T03:00:00Z",6,17757,18073,0,18073,1.7,316,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T03:30:00Z",7,17651,18011,0,18011,2,360,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T04:00:00Z",8,17651,17998,0,17998,1.9,347,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T04:30:00Z",9,17638,18045,0,18045,2.3,407,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T05:00:00Z",10,17630,18213,0,18213,3.2,583,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T05:30:00Z",11,18086,18858,0,18858,4.1,772,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T06:00:00Z",12,18550,19480,0,19480,4.8,930,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T06:30:00Z",13,20339,21226,0,21226,4.2,887,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T07:00:00Z",14,22021,22503,0,22503,2.1,482,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T07:30:00Z",15,23864,24650,0,24650,3.2,786,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T08:00:00Z",16,25353,26057,0,26057,2.7,704,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T08:30:00Z",17,26576,27201,0,27201,2.3,625,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T09:00:00Z",18,27280,27852,0,27852,2.1,572,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T09:30:00Z",19,27390,28394,0,28394,3.5,1004,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T10:00:00Z",20,26897,27963,0,27963,3.8,1066,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T10:30:00Z",21,26358,27539,0,27539,4.3,1181,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T11:00:00Z",22,26152,27266,0,27266,4.1,1114,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T11:30:00Z",23,26106,27014,0,27014,3.4,908,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T12:00:00Z",24,26120,26707,0,26707,2.2,587,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T12:30:00Z",25,26210,26776,0,26776,2.1,566,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T13:00:00Z",26,26100,26527,0,26527,1.6,427,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T13:30:00Z",27,25760,26406,0,26406,2.4,646,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T14:00:00Z",28,25735,25930,0,25930,0.8,195,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T14:30:00Z",29,25745,25993,0,25993,1,248,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T15:00:00Z",30,25580,26150,0,26150,2.2,570,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T15:30:00Z",31,26020,26343,0,26343,1.2,323,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T16:00:00Z",32,26596,26713,0,26713,0.4,117,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T16:30:00Z",33,27144,27521,0,27521,1.4,377,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T17:00:00Z",34,27994,28414,0,28414,1.5,420,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T17:30:00Z",35,28886,29283,0,29283,1.4,397,"2021-08-08T08:45:00Z"
"Aug",2021-08-09,"2021-08-09T18:00:00Z",36,29344,29964,0,29964,2.1,620,"2021-08-08T08:45:00Z"
