Datetime,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_SOLAR_GENERATION,GENERATION,RENEWABLE,FOSSIL,CARBON_INTENSITY,Demand_Forecast,Demand_Outturn,Absolute_Error,APE,Renewable_share,Demand_Spike,Forecast_Failure,Low_Renewable_Window,High_Carbon_Period
2025-04-25 18:00:00,27593,30856,25253,1259,2046,33851.0,7457.0,14944.0,197.0,27573,27173,400,1.5,22.028891317834038,False,False,False,False
2025-04-25 18:30:00,28001,31480,25679,1236,1443,33225.0,7061.0,14859.0,198.0,27993,27629,364,1.3,21.252069224981188,False,False,False,False
2025-04-25 19:00:00,28318,31607,25951,1254,829,32282.0,6399.0,14557.0,196.0,28271,28019,252,0.9,19.82219193358528,False,False,True,False
2025-04-25 19:30:00,28264,31514,25882,1271,299,32375.0,6335.0,14684.0,196.0,28440,28332,108,0.4,19.56756756756757,False,False,True,False
2025-04-25 20:00:00,28851,30848,26418,1286,19,31960.0,6387.0,14627.0,195.0,28445,28272,173,0.6,19.984355444305383,False,False,True,False
2025-04-25 20:30:00,29078,31010,26644,1301,0,31421.0,6481.0,13935.0,190.0,28580,28876,296,1.0,20.62633270742497,False,False,False,False
2025-04-25 21:00:00,28458,30621,25973,1305,0,30194.0,6372.0,12915.0,184.0,28209,29086,877,3.0,21.10353050274889,False,False,False,False
2025-04-25 21:30:00,27654,29830,25220,1309,0,28796.0,6409.0,11493.0,173.0,27198,28423,1225,4.3,22.256563411584942,False,False,False,False
2025-04-25 22:00:00,26285,28565,23982,1312,0,26705.0,6241.0,8974.0,154.0,26446,27631,1185,4.3,23.370155401610184,False,False,False,False
2025-04-25 22:30:00,24965,27218,22771,1315,0,25532.0,6017.0,7941.0,146.0,25115,26264,1149,4.4,23.566504778317405,False,False,False,False
2025-04-25 23:00:00,23587,25055,21512,1250,0,24996.0,5970.0,7865.0,143.0,23876,24919,1043,4.2,23.883821411425828,False,False,False,False
2025-04-25 23:30:00,22631,24105,20617,1184,0,24554.0,5996.0,7406.0,138.0,22645,23538,893,3.8,24.41964649344302,False,False,False,False
2025-04-26 00:00:00,21989,23646,19994,1159,0,24357.0,5948.0,7051.0,133.0,21880,22612,732,3.2,24.420084575276103,False,False,False,False
2025-04-26 00:30:00,21508,23173,19566,1134,0,24208.0,5913.0,6901.0,131.0,21600,21965,365,1.7,24.42580964970258,False,False,False,False
2025-04-26 01:00:00,21361,22846,19459,1070,0,23726.0,5696.0,6971.0,133.0,21107,21493,386,1.8,24.00741802242266,False,False,False,False
2025-04-26 01:30:00,21413,22883,19565,1005,0,23296.0,5500.0,6968.0,134.0,20900,21368,468,2.2,23.609203296703296,False,False,False,False
2025-04-26 02:00:00,20988,22494,19229,967,0,23135.0,5250.0,7156.0,138.0,21000,21411,411,1.9,22.692889561270803,False,False,False,False
2025-04-26 02:30:00,20507,22020,18766,928,0,22929.0,5006.0,7154.0,139.0,20659,20975,316,1.5,21.832613720615814,False,False,False,False
2025-04-26 03:00:00,19945,22096,18282,894,0,22974.0,4822.0,7367.0,143.0,20235,20487,252,1.2,20.98894402367894,False,False,False,False
2025-04-26 03:30:00,19703,21900,18048,859,0,22955.0,4775.0,7394.0,143.0,19837,19936,99,0.5,20.80156828577652,False,False,False,False
2025-04-26 04:00:00,19408,21929,17708,833,0,22532.0,4608.0,7209.0,142.0,19585,19700,115,0.6,20.450914255281376,False,False,False,False
2025-04-26 04:30:00,19424,21944,17642,806,0,22453.0,4474.0,7253.0,143.0,19328,19398,70,0.4,19.926067786041955,False,False,True,False
2025-04-26 05:00:00,19531,21451,17744,784,0,23310.0,4533.0,6950.0,142.0,19310,19427,117,0.6,19.446589446589446,False,False,True,False
2025-04-26 05:30:00,19557,21445,17733,762,1,24110.0,5018.0,7174.0,142.0,19606,19532,74,0.4,20.81294068851099,False,False,False,False
2025-04-26 06:00:00,20509,21978,18612,756,135,25682.0,5518.0,7333.0,146.0,19654,19574,80,0.4,21.485865586792304,False,False,False,False
2025-04-26 06:30:00,21100,22570,19098,750,531,26525.0,6220.0,7568.0,145.0,20714,20544,170,0.8,23.44957587181904,False,False,False,False
2025-04-26 07:00:00,22028,23497,19936,713,1072,27740.0,6728.0,7848.0,146.0,21279,21132,147,0.7,24.25378514780101,False,False,False,False
2025-04-26 07:30:00,22459,23928,20256,676,1694,28555.0,7335.0,7685.0,144.0,22506,22063,443,2.0,25.687270180353707,False,False,False,False
2025-04-26 08:00:00,23271,24742,20954,654,2243,29352.0,7919.0,7581.0,141.0,22950,22490,460,2.0,26.979422185881713,False,False,False,False
2025-04-26 08:30:00,23568,25039,21177,632,2765,29701.0,8507.0,7447.0,136.0,24053,23311,742,3.2,28.64213326150635,False,False,False,False
2025-04-26 09:00:00,23674,25144,21216,636,3443,30230.0,9235.0,7479.0,132.0,24461,23584,877,3.7,30.549123387363547,False,False,False,False
2025-04-26 09:30:00,23373,24843,20903,640,4058,31380.0,10625.0,7206.0,124.0,24800,23667,1133,4.8,33.8591459528362,False,False,False,False
2025-04-26 10:00:00,23178,24649,20626,644,4818,31894.0,11619.0,6802.0,116.0,24602,23389,1213,5.2,36.43004953909826,False,False,False,False
2025-04-26 10:30:00,23123,24550,20519,648,6049,31710.0,12329.0,6169.0,107.0,24471,23172,1299,5.6,38.8804793440555,False,False,False,False
2025-04-26 11:00:00,22591,23882,19975,655,7077,31854.0,13274.0,5309.0,96.0,24271,23121,1150,5.0,41.671375651409555,False,False,False,False
2025-04-26 11:30:00,21713,22938,19098,661,7841,31578.0,13599.0,4811.0,91.0,23872,22590,1282,5.7,43.064791943758316,False,False,False,False
2025-04-26 12:00:00,20929,22214,18354,666,8817,30935.0,13390.0,4488.0,88.0,23666,21692,1974,9.1,43.284305802489094,False,False,False,False
2025-04-26 12:30:00,20387,21607,17849,670,9121,30592.0,13040.0,4523.0,89.0,23490,20916,2574,12.3,42.6255230125523,False,True,False,False
2025-04-26 13:00:00,20007,21184,17497,662,8829,30499.0,13164.0,4271.0,86.0,23245,20364,2881,14.1,43.16207088757009,False,True,False,False
2025-04-26 13:30:00,19950,20924,17455,653,8468,30114.0,12702.0,4203.0,88.0,22707,20016,2691,13.4,42.17971707511457,False,True,False,False
2025-04-26 14:00:00,19952,20847,17465,665,8515,29396.0,11460.0,4673.0,97.0,22390,19947,2443,12.2,38.984895904204656,False,True,False,False
2025-04-26 14:30:00,20242,20984,17713,677,7912,29031.0,10756.0,4972.0,104.0,22311,19978,2333,11.7,37.0500499466088,False,True,False,False
2025-04-26 15:00:00,20979,21569,18450,690,6607,28998.0,10054.0,5338.0,113.0,22170,20268,1902,9.4,34.67135664528588,False,False,False,False
2025-04-26 15:30:00,21676,22181,19171,703,5761,29483.0,9239.0,6457.0,127.0,22240,21019,1221,5.8,31.336702506529186,False,False,False,False
2025-04-26 16:00:00,22511,23015,20032,708,5105,30079.0,8703.0,7293.0,138.0,22634,21710,924,4.3,28.933807639881643,False,False,False,False
2025-04-26 16:30:00,23839,24344,21334,713,4231,30127.0,7952.0,8057.0,148.0,23483,22569,914,4.0,26.394928137551034,False,False,False,False
2025-04-26 17:00:00,25302,25806,22689,730,3476,30029.0,7521.0,8539.0,152.0,24605,23915,690,2.9,25.04578907056512,False,False,False,False
2025-04-26 17:30:00,26154,26659,23527,746,2697,29755.0,7055.0,8800.0,156.0,25728,25342,386,1.5,23.71030078978323,False,False,False,False
2025-04-26 18:00:00,26709,27235,24197,749,1868,28915.0,6451.0,9167.0,161.0,26492,26176,316,1.2,22.31021960919938,False,False,False,False
2025-04-26 18:30:00,27114,27619,24578,751,1221,28552.0,6157.0,9181.0,163.0,27026,26755,271,1.0,21.564163631269263,False,False,False,False
2025-04-26 19:00:00,26954,27459,24513,812,621,28485.0,6093.0,9312.0,163.0,27452,27114,338,1.2,21.390205371248026,False,False,False,False
2025-04-26 19:30:00,27023,27528,24577,872,208,28711.0,6579.0,9345.0,159.0,27460,26959,501,1.9,22.914562362857442,False,False,False,False
2025-04-26 20:00:00,27042,27547,24682,965,11,28541.0,6765.0,9091.0,152.0,27440,27043,397,1.5,23.702743421744156,False,False,False,False
2025-04-26 20:30:00,27158,27663,24794,1057,0,27984.0,6775.0,8876.0,148.0,27347,27050,297,1.1,24.21026300743282,False,False,False,False
2025-04-26 21:00:00,26835,27340,24479,1108,0,27251.0,6843.0,8028.0,140.0,27239,27157,82,0.3,25.11100510073025,False,False,False,False
2025-04-26 21:30:00,26109,26662,23902,1158,0,26369.0,7352.0,6676.0,124.0,26858,26830,28,0.1,27.8812241647389,False,False,False,False
2025-04-26 22:00:00,25044,25851,22955,1273,0,24728.0,7595.0,5116.0,107.0,26256,26094,162,0.6,30.714170171465543,False,False,False,False
2025-04-26 22:30:00,24010,24845,21982,1388,0,23771.0,7689.0,4019.0,95.0,25132,25013,119,0.5,32.34613604812587,False,False,False,False
2025-04-26 23:00:00,22376,23032,20546,1467,0,23226.0,7760.0,3282.0,90.0,23902,23977,75,0.3,33.41083268750538,False,False,False,False
2025-04-26 23:30:00,21441,22085,19807,1545,0,22646.0,7661.0,2701.0,84.0,22599,22329,270,1.2,33.8293738408549,False,False,False,False
2025-04-27 00:00:00,20953,21458,19435,1606,0,22262.0,7565.0,2829.0,80.0,21660,21427,233,1.1,33.98167280567784,False,False,False,False
2025-04-27 00:30:00,20408,20913,18899,1666,0,22541.0,7451.0,3192.0,86.0,20850,20937,87,0.4,33.0553214143117,False,False,False,False
2025-04-27 01:00:00,19963,20468,18610,1690,0,22528.0,7581.0,3264.0,84.0,20284,20382,98,0.5,33.651455965909086,False,False,False,False
2025-04-27 01:30:00,20096,20601,18816,1713,0,21992.0,7539.0,3021.0,77.0,19900,19963,63,0.3,34.2806475081848,False,False,False,False
2025-04-27 02:00:00,19793,20578,18467,1636,0,21683.0,7794.0,3253.0,79.0,19950,20109,159,0.8,35.94521053359775,False,False,False,False
2025-04-27 02:30:00,19225,20045,17955,1558,0,21380.0,7702.0,3595.0,80.0,19564,19777,213,1.1,36.0243217960711,False,False,False,False
2025-04-27 03:00:00,18606,19655,17343,1556,0,21623.0,7788.0,3652.0,82.0,19185,19192,7,0.0,36.017203903251165,False,False,False,False
2025-04-27 03:30:00,18232,19298,17026,1554,0,21792.0,7762.0,3823.0,84.0,18728,18599,129,0.7,35.61857562408223,False,False,False,False
2025-04-27 04:00:00,17921,19558,16745,1652,0,21907.0,7708.0,4052.0,87.0,18628,18228,400,2.2,35.185100652759395,False,False,False,False
2025-04-27 04:30:00,17915,19622,16873,1749,0,21927.0,7811.0,4147.0,87.0,18183,17913,270,1.5,35.622748209969444,False,False,False,False
2025-04-27 05:00:00,17828,19665,16811,1806,0,21955.0,8141.0,4002.0,83.0,17928,17901,27,0.2,37.080391710316555,False,False,False,False
2025-04-27 05:30:00,17700,19652,16737,1862,5,22792.0,8677.0,4101.0,84.0,17994,17832,162,0.9,38.07037557037557,False,False,False,False
2025-04-27 06:00:00,18072,19422,17072,1867,248,24204.0,9506.0,3720.0,82.0,17800,17706,94,0.5,39.27450008263097,False,False,False,False
2025-04-27 06:30:00,18246,19635,17184,1872,862,24948.0,10521.0,3371.0,75.0,18052,18081,29,0.2,42.17171717171717,False,False,False,False
2025-04-27 07:00:00,18854,20159,17714,1812,1689,26463.0,11715.0,3220.0,74.0,18242,18270,28,0.2,44.26935721573518,False,False,False,False
2025-04-27 07:30:00,18792,20172,17527,1751,2626,27739.0,13064.0,3059.0,69.0,18654,18869,215,1.1,47.096146220123295,False,False,False,False
2025-04-27 08:00:00,19254,20540,17804,1743,3792,29403.0,14832.0,2645.0,61.0,18790,18794,4,0.0,50.44383226201408,False,False,False,False
2025-04-27 08:30:00,19131,20526,17651,1735,5082,30527.0,15883.0,2790.0,61.0,19040,19280,240,1.2,52.0293510662692,False,False,False,False
2025-04-27 09:00:00,18947,20326,17310,1732,6726,30987.0,16769.0,2888.0,62.0,18905,19119,214,1.1,54.116242295156034,False,False,False,False
2025-04-27 09:30:00,18491,19922,16699,1729,7899,31934.0,17820.0,3079.0,62.0,18945,18952,7,0.0,55.80259284774848,False,False,False,False
2025-04-27 10:00:00,17590,18940,15794,1768,9246,32441.0,18638.0,3135.0,62.0,18438,18471,33,0.2,57.4519897660368,False,False,False,False
2025-04-27 10:30:00,16590,17916,14798,1806,10523,33191.0,19573.0,3109.0,59.0,18009,17563,446,2.5,58.97080533879666,False,False,False,False
2025-04-27 11:00:00,16143,17468,14389,1833,11159,33289.0,19154.0,2890.0,57.0,17378,16524,854,5.2,57.53852623989907,False,False,False,False
2025-04-27 11:30:00,16008,17320,14259,1860,11922,32630.0,18371.0,2779.0,58.0,16928,16149,779,4.8,56.30095004596997,False,False,False,False
2025-04-27 12:00:00,16556,17798,14464,1864,12308,32288.0,18366.0,2785.0,60.0,16659,16022,637,4.0,56.88181367690783,False,False,False,False
2025-04-27 12:30:00,16144,17437,14062,1868,12058,31999.0,18284.0,2726.0,59.0,16840,16667,173,1.0,57.13928560267508,False,False,False,False
2025-04-27 13:00:00,15720,16997,13933,1877,12004,31142.0,17385.0,2728.0,60.0,16815,16113,702,4.4,55.82493096140261,False,False,False,False
2025-04-27 13:30:00,15699,16914,13966,1886,11781,30541.0,16966.0,2657.0,59.0,16280,15728,552,3.5,55.55155364919288,False,False,False,False
2025-04-27 14:00:00,15681,16922,13983,2016,11229,30522.0,18158.0,2718.0,51.0,16458,15685,773,4.9,59.49151431754145,False,False,False,False
2025-04-27 14:30:00,15896,16987,14146,2145,10372,30110.0,17851.0,2645.0,50.0,16887,15709,1178,7.5,59.285951511125866,False,False,False,False
2025-04-27 15:00:00,16118,17048,14465,2076,9810,30148.0,17288.0,3248.0,55.0,17164,15894,1270,8.0,57.343770731060104,False,False,False,False
2025-04-27 15:30:00,16903,17667,15355,2006,8912,30542.0,16793.0,3808.0,63.0,17753,16131,1622,10.1,54.983301682928435,False,False,False,False
2025-04-27 16:00:00,18193,19451,16595,2029,7851,31159.0,15604.0,4405.0,77.0,18593,16954,1639,9.7,50.07862896755352,False,False,False,False
2025-04-27 16:30:00,20108,21402,18356,2052,6541,31542.0,14364.0,5839.0,95.0,19836,18248,1588,8.7,45.539280958721704,False,False,False,False
2025-04-27 17:00:00,21970,23665,20073,2051,5225,31728.0,13807.0,6573.0,102.0,21076,20177,899,4.5,43.516767523953604,False,False,False,False
2025-04-27 17:30:00,23599,25265,21695,2050,3989,32004.0,13082.0,7011.0,109.0,22318,22052,266,1.2,40.876140482439695,False,False,False,False
2025-04-27 18:00:00,24575,26457,22811,1986,3016,32268.0,12318.0,7766.0,121.0,23601,23643,42,0.2,38.17404239494236,False,False,False,False
2025-04-27 18:30:00,25805,27727,24070,1921,2017,31946.0,11448.0,8060.0,128.0,24686,24612,74,0.3,35.83547235960683,False,False,False,False
2025-04-27 19:00:00,26209,29011,24467,1892,1113,31656.0,11269.0,8016.0,128.0,25428,25856,428,1.7,35.598306798079356,False,False,False,False
2025-04-27 19:30:00,26506,29479,24856,1862,397,31528.0,11045.0,8228.0,129.0,25960,26225,265,1.0,35.0323521948744,False,False,False,False
2025-04-27 20:00:00,27056,29610,25344,1819,29,30872.0,11106.0,8149.0,128.0,25967,26520,553,2.1,35.97434568541073,False,False,False,False
2025-04-27 20:30:00,27153,29646,25374,1776,0,30488.0,11299.0,7769.0,123.0,26167,27088,921,3.4,37.060482812909996,False,False,False,False
2025-04-27 21:00:00,26677,28912,24930,1858,0,29355.0,11134.0,7475.0,122.0,26280,27137,857,3.2,37.92880258899676,False,False,False,False
2025-04-27 21:30:00,26066,28312,24345,1939,0,27947.0,11029.0,6374.0,109.0,25690,26659,969,3.6,39.46398540093749,False,False,False,False
2025-04-27 22:00:00,24511,27194,22942,1917,0,27662.0,11123.0,4855.0,87.0,24727,26036,1309,5.0,40.210396934422675,False,False,False,False
2025-04-27 22:30:00,22966,25767,21511,1894,0,27034.0,11037.0,4207.0,80.0,23675,24446,771,3.2,40.82636679736628,False,False,False,False
2025-04-27 23:00:00,21691,25395,20362,1900,0,26702.0,10840.0,3991.0,78.0,22688,22922,234,1.0,40.59621002172122,False,False,False,False
2025-04-27 23:30:00,20761,24678,19574,1906,0,26267.0,10657.0,3753.0,76.0,21544,21653,109,0.5,40.571820154566566,False,False,False,False
2025-04-28 00:00:00,20217,24238,19047,1865,0,26049.0,10426.0,3896.0,78.0,20590,20740,150,0.7,40.0245690813467,False,False,False,False
2025-04-28 00:30:00,19927,23955,18768,1823,0,25759.0,10025.0,3969.0,80.0,20030,20197,167,0.8,38.9184362747001,False,False,False,False
2025-04-28 01:00:00,19667,23694,18488,1778,0,25241.0,9380.0,4127.0,84.0,19749,19942,193,1.0,37.161760627550414,False,False,False,False
2025-04-28 01:30:00,19478,23450,18295,1732,0,24829.0,8671.0,4473.0,91.0,19690,19656,34,0.2,34.92287244754118,False,False,False,False
2025-04-28 02:00:00,19419,23175,18188,1619,0,24719.0,7777.0,5253.0,104.0,19730,19481,249,1.3,31.461628706662893,False,False,False,False
2025-04-28 02:30:00,19070,22823,17889,1506,0,24717.0,7275.0,5766.0,113.0,19333,19413,80,0.4,29.433183638791117,False,False,False,False
2025-04-28 03:00:00,18659,22820,17472,1467,0,24539.0,6983.0,5973.0,117.0,18931,19059,128,0.7,28.456742328538244,False,False,False,False
2025-04-28 03:30:00,18755,22945,17578,1428,0,24602.0,6693.0,6363.0,123.0,18855,18648,207,1.1,27.205105275993823,False,False,False,False
2025-04-28 04:00:00,18566,22822,17353,1401,0,24831.0,6661.0,7501.0,139.0,18826,18758,68,0.4,26.825339293624907,False,False,False,False
2025-04-28 04:30:00,18567,22810,17291,1373,0,25533.0,6547.0,8346.0,149.0,18799,18557,242,1.3,25.641326910272983,False,False,False,False
2025-04-28 05:00:00,19045,23115,17632,1317,0,26591.0,6809.0,9165.0,156.0,18630,18581,49,0.3,25.606408183219887,False,False,False,False
2025-04-28 05:30:00,19975,23890,18475,1261,8,27358.0,7145.0,9535.0,158.0,18976,19056,80,0.4,26.116675195555228,False,False,False,False
2025-04-28 06:00:00,21575,25370,19903,1203,308,29618.0,7932.0,9145.0,150.0,19535,20029,494,2.5,26.781011547032207,False,False,False,False
2025-04-28 06:30:00,22766,26406,20983,1145,994,30783.0,8653.0,9323.0,149.0,21416,21643,227,1.0,28.109670922262286,False,False,False,False
2025-04-28 07:00:00,25312,26611,23208,1092,1972,32821.0,10121.0,8986.0,143.0,22948,22834,114,0.5,30.836964138813567,False,False,False,False
2025-04-28 07:30:00,25953,27196,23716,1038,2954,33948.0,11338.0,8805.0,136.0,25192,25379,187,0.7,33.39813832920938,False,False,False,False
2025-04-28 08:00:00,26237,27551,23764,1008,4341,34683.0,12363.0,8542.0,130.0,25770,25982,212,0.8,35.645705388807194,False,False,False,False
2025-04-28 08:30:00,25745,27209,23207,977,5553,34546.0,13448.0,7318.0,117.0,25700,26230,530,2.0,38.92780640305679,False,False,False,False
2025-04-28 09:00:00,25251,26723,22704,956,6674,34573.0,14591.0,6401.0,106.0,25269,25737,468,1.8,42.20345356202817,False,False,False,False
2025-04-28 09:30:00,23962,25411,21439,935,7915,34742.0,15492.0,5940.0,99.0,24874,25238,364,1.4,44.59156064705544,False,False,False,False
2025-04-28 10:00:00,22937,24225,20449,942,9002,34736.0,15952.0,5577.0,95.0,24016,23925,91,0.4,45.923537540304004,False,False,False,False
2025-04-28 10:30:00,21988,23287,19587,948,10080,34760.0,16244.0,5330.0,92.0,23227,22911,316,1.4,46.73187571921749,False,False,False,False
2025-04-28 11:00:00,21276,22651,18913,901,10816,34645.0,16438.0,5360.0,91.0,22559,21959,600,2.7,47.44696204358493,False,False,False,False
2025-04-28 11:30:00,20481,21973,18101,854,11462,34229.0,16195.0,5088.0,90.0,21862,21255,607,2.9,47.31368138128488,False,False,False,False
2025-04-28 12:00:00,20173,21644,17808,794,11856,34193.0,16162.0,5175.0,90.0,21144,20479,665,3.2,47.266984470505655,False,False,False,False
2025-04-28 12:30:00,19983,21454,17641,733,11926,33867.0,16221.0,5048.0,88.0,20840,20165,675,3.3,47.89618212419169,False,False,False,False
2025-04-28 13:00:00,19727,21197,17379,757,12151,33727.0,16108.0,5233.0,88.0,20679,19979,700,3.5,47.759954932250125,False,False,False,False
2025-04-28 13:30:00,19489,21017,17113,780,12033,33380.0,15098.0,5607.0,94.0,20340,19728,612,3.1,45.23067705212702,False,False,False,False
2025-04-28 14:00:00,19571,21100,17119,755,11770,32931.0,14083.0,5791.0,99.0,20396,19490,906,4.6,42.765175670341016,False,False,False,False
2025-04-28 14:30:00,19815,21365,17351,730,11073,32653.0,13046.0,6608.0,109.0,20382,19599,783,4.0,39.95344991271858,False,False,False,False
2025-04-28 15:00:00,20234,21709,17766,718,10353,32597.0,12016.0,8025.0,125.0,20719,19850,869,4.4,36.86228794060803,False,False,False,False
2025-04-28 15:30:00,21076,22548,18531,705,9456,32926.0,10423.0,10224.0,150.0,21138,20257,881,4.3,31.65583429508595,False,False,False,False
2025-04-28 16:00:00,21917,23389,19258,636,8484,34562.0,9155.0,13595.0,181.0,22115,21117,998,4.7,26.488629130258666,False,False,False,False
2025-04-28 16:30:00,23791,25263,21043,566,7112,34599.0,7551.0,15269.0,199.0,23187,21961,1226,5.6,21.824330182953265,False,False,False,False
2025-04-28 17:00:00,25134,27451,22351,541,5871,34809.0,6466.0,16301.0,215.0,24698,23866,832,3.5,18.575655721221523,False,False,True,True
2025-04-28 17:30:00,26496,29020,23684,515,4518,34644.0,5297.0,17112.0,228.0,26348,25183,1165,4.6,15.289804872416578,False,False,True,True
2025-04-28 18:00:00,27228,30375,24534,497,3308,34095.0,4290.0,17481.0,237.0,27576,26525,1051,4.0,12.582490101187856,False,False,True,True
2025-04-28 18:30:00,28269,31487,25580,478,2109,33421.0,3770.0,17467.0,240.0,28531,27269,1262,4.6,11.280332724933425,False,False,True,True
2025-04-28 19:00:00,28588,32131,25950,514,1062,32820.0,3492.0,17666.0,242.0,29430,28304,1126,4.0,10.639853747714808,False,False,True,True
2025-04-28 19:30:00,28633,32169,25971,549,325,32661.0,3482.0,17602.0,242.0,29327,28594,733,2.6,10.661033036343039,False,False,True,True
2025-04-28 20:00:00,29164,31992,26474,575,19,31198.0,3240.0,16935.0,237.0,29239,28653,586,2.0,10.385281107763317,False,False,True,True
2025-04-28 20:30:00,29103,31857,26432,600,0,30029.0,2881.0,16493.0,236.0,29280,29179,101,0.3,9.594059076226316,False,False,True,True
2025-04-28 21:00:00,28782,30394,26051,631,0,29477.0,2809.0,16114.0,234.0,28749,29105,356,1.2,9.529463649625132,False,False,True,True
2025-04-28 21:30:00,27558,29141,24873,662,0,28260.0,2643.0,15165.0,229.0,28725,28756,31,0.1,9.352441613588109,False,False,True,True
2025-04-28 22:00:00,26578,28597,23980,672,0,25707.0,2529.0,12572.0,215.0,28260,27509,751,2.7,9.837787373089043,False,False,True,True
2025-04-28 22:30:00,25244,27196,22748,682,0,24575.0,2432.0,11371.0,208.0,26796,26556,240,0.9,9.896236012207527,False,False,True,True
2025-04-28 23:00:00,23225,24816,20947,686,0,23952.0,2402.0,10485.0,199.0,25324,25173,151,0.6,10.028390113560453,False,False,True,False
2025-04-28 23:30:00,22350,23822,20156,689,0,23731.0,2403.0,10214.0,197.0,23692,23166,526,2.3,10.12599553326872,False,False,True,False
2025-04-29 00:00:00,21943,23087,19741,671,0,23385.0,2265.0,10145.0,200.0,22620,22361,259,1.2,9.685695958948044,False,False,True,False
2025-04-29 00:30:00,21677,22736,19481,653,0,23257.0,2142.0,10108.0,201.0,21820,21930,110,0.5,9.210130283355548,False,False,True,True
2025-04-29 01:00:00,21264,22478,19144,617,0,23550.0,2121.0,10127.0,200.0,21444,21673,229,1.1,9.006369426751593,False,False,True,False
2025-04-29 01:30:00,21265,22418,19180,581,0,23451.0,2104.0,10048.0,199.0,21160,21248,88,0.4,8.97189885292738,False,False,True,False
2025-04-29 02:00:00,21198,22383,19107,580,0,23083.0,2091.0,9919.0,197.0,21210,21260,50,0.2,9.058614564831261,False,False,True,False
2025-04-29 02:30:00,21008,22219,18932,578,0,22838.0,1985.0,9798.0,197.0,21018,21193,175,0.8,8.691654260443121,False,False,True,False
2025-04-29 03:00:00,20554,21670,18525,542,0,22490.0,1947.0,10017.0,199.0,20492,20999,507,2.4,8.657180969319697,False,False,True,False
2025-04-29 03:30:00,20256,21482,18243,505,0,22588.0,1845.0,10243.0,202.0,20140,20549,409,2.0,8.168053833894103,False,False,True,True
2025-04-29 04:00:00,19903,21491,17906,479,0,23332.0,1671.0,11239.0,212.0,19975,20262,287,1.4,7.161837819303961,False,False,True,True
2025-04-29 04:30:00,20008,21645,18012,453,0,23532.0,1608.0,11501.0,215.0,19770,19898,128,0.6,6.833248342682305,False,False,True,True
2025-04-29 05:00:00,20130,22693,18101,456,0,24938.0,2002.0,11942.0,212.0,19920,20009,89,0.4,8.027909214852835,False,False,True,True
2025-04-29 05:30:00,20337,22843,18269,459,13,26530.0,2867.0,12586.0,209.0,20003,20128,125,0.6,10.806633999246136,False,False,True,True
2025-04-29 06:00:00,22456,24313,20205,464,347,29656.0,3948.0,12488.0,201.0,20612,20398,214,1.0,13.312651739951441,False,False,True,True
2025-04-29 06:30:00,23779,25792,21408,469,1092,30994.0,5185.0,12284.0,192.0,22521,22528,7,0.0,16.72904433116087,False,False,True,False
2025-04-29 07:00:00,25719,27191,23075,473,2106,32401.0,6491.0,12384.0,185.0,23848,23836,12,0.1,20.033332304558503,False,False,False,False
2025-04-29 07:30:00,26325,27796,23551,477,3267,32860.0,7530.0,11814.0,176.0,26272,25789,483,1.9,22.915398660986,False,False,False,False
2025-04-29 08:00:00,26074,27546,23186,436,4563,33364.0,8958.0,11316.0,167.0,26940,26346,594,2.3,26.84929864524637,False,False,False,False
2025-04-29 08:30:00,25004,26475,22147,394,5838,33895.0,10370.0,10459.0,154.0,26670,26064,606,2.3,30.594482962088804,False,False,False,False
2025-04-29 09:00:00,24228,25699,21396,396,7241,33566.0,11578.0,8928.0,138.0,25910,24967,943,3.8,34.493237204313886,False,False,False,False
2025-04-29 09:30:00,23208,24680,20405,397,8661,33653.0,12681.0,7898.0,125.0,25308,24201,1107,4.6,37.68163313820462,False,False,False,False
2025-04-29 10:00:00,21639,23111,18933,451,9945,34198.0,13782.0,7356.0,117.0,24126,23171,955,4.1,40.30060237440786,False,False,False,False
2025-04-29 10:30:00,20638,22110,17996,505,10972,34585.0,14630.0,6904.0,111.0,23124,21591,1533,7.1,42.30157582767096,False,False,False,False
2025-04-29 11:00:00,20166,21638,17582,530,11955,34829.0,15148.0,6659.0,107.0,22220,20619,1601,7.8,43.49249188894312,False,False,False,False
2025-04-29 11:30:00,19740,21212,17198,554,12661,34713.0,15495.0,6322.0,103.0,21437,20151,1286,6.4,44.637455708236104,False,False,False,False
2025-04-29 12:00:00,19392,20864,16867,584,13127,34516.0,15780.0,6503.0,103.0,21106,19735,1371,6.9,45.71792791748754,False,False,False,False
2025-04-29 12:30:00,19035,20507,16556,613,13293,34243.0,15673.0,6429.0,103.0,20950,19380,1570,8.1,45.76993838156704,False,False,False,False
2025-04-29 13:00:00,18767,20239,16324,636,13467,34031.0,15412.0,5733.0,95.0,20709,19059,1650,8.7,45.28811965560812,False,False,False,False
2025-04-29 13:30:00,18501,19973,16123,659,13241,33790.0,14987.0,6131.0,99.0,20445,18757,1688,9.0,44.35335898194732,False,False,False,False
2025-04-29 14:00:00,18551,20023,16181,723,12787,33544.0,14256.0,6753.0,107.0,20100,18512,1588,8.6,42.49940376818507,False,False,False,False
2025-04-29 14:30:00,18883,20355,16485,787,12182,33319.0,13193.0,7475.0,116.0,20183,18561,1622,8.7,39.59602629130526,False,False,False,False
