Month,Date,Datetime,Settlement_Period,Demand_Forecast,Demand_Outturn,TRIAD_Avoidance_Estimate,TRIAD_Avoidance_Corrected_Demand_Outturn,APE,Absolute_Error,Publish_Datetime
Jan,2025-01-30,2025-01-30 18:00:00+00:00,36,41880,41486,0,41486,0.9,394,2025-01-29T08:45:00Z
Jan,2025-01-30,2025-01-30 18:30:00+00:00,37,41982,41218,0,41218,1.9,764,2025-01-29T08:45:00Z
Jan,2025-01-30,2025-01-30 19:00:00+00:00,38,41742,41037,0,41037,1.7,705,2025-01-29T08:45:00Z
Jan,2025-01-30,2025-01-30 19:30:00+00:00,39,41224,40164,0,40164,2.6,1060,2025-01-29T08:45:00Z
Jan,2025-01-30,2025-01-30 20:00:00+00:00,40,40199,39372,0,39372,2.1,827,2025-01-29T08:45:00Z
Jan,2025-01-30,2025-01-30 20:30:00+00:00,41,38660,38078,0,38078,1.5,582,2025-01-29T08:45:00Z
Jan,2025-01-30,2025-01-30 21:00:00+00:00,42,37170,37010,0,37010,0.4,160,2025-01-29T08:45:00Z
Jan,2025-01-30,2025-01-30 21:30:00+00:00,43,35386,35121,0,35121,0.8,265,2025-01-29T08:45:00Z
Jan,2025-01-30,2025-01-30 22:00:00+00:00,44,33447,33485,0,33485,0.1,38,2025-01-29T08:45:00Z
Jan,2025-01-30,2025-01-30 22:30:00+00:00,45,31338,31686,0,31686,1.1,348,2025-01-29T08:45:00Z
Jan,2025-01-30,2025-01-30 23:00:00+00:00,46,29569,29762,0,29762,0.6,193,2025-01-29T08:45:00Z
Jan,2025-01-30,2025-01-30 23:30:00+00:00,47,27530,27862,0,27862,1.2,332,2025-01-29T08:45:00Z
Jan,2025-01-30,2025-01-31 00:00:00+00:00,48,26660,26773,0,26773,0.4,113,2025-01-29T08:45:00Z
Jan,2025-01-31,2025-01-31 00:30:00+00:00,1,26820,26809,0,26809,0.0,11,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 01:00:00+00:00,2,27067,27196,0,27196,0.5,129,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 01:30:00+00:00,3,27190,26787,0,26787,1.5,403,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 02:00:00+00:00,4,26633,26154,0,26154,1.8,479,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 02:30:00+00:00,5,25789,25479,0,25479,1.2,310,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 03:00:00+00:00,6,25678,25032,0,25032,2.6,646,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 03:30:00+00:00,7,25247,24170,0,24170,4.5,1077,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 04:00:00+00:00,8,24844,24179,0,24179,2.8,665,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 04:30:00+00:00,9,24537,24367,0,24367,0.7,170,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 05:00:00+00:00,10,24510,24655,0,24655,0.6,145,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 05:30:00+00:00,11,25051,25096,0,25096,0.2,45,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 06:00:00+00:00,12,26109,26503,0,26503,1.5,394,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 06:30:00+00:00,13,28617,28595,0,28595,0.1,22,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 07:00:00+00:00,14,31257,31470,0,31470,0.7,213,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 07:30:00+00:00,15,34445,34373,0,34373,0.2,72,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 08:00:00+00:00,16,36430,35570,0,35570,2.4,860,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 08:30:00+00:00,17,38050,37700,0,37700,0.9,350,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 09:00:00+00:00,18,38397,38023,0,38023,1.0,374,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 09:30:00+00:00,19,38970,38687,0,38687,0.7,283,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 10:00:00+00:00,20,38694,38613,0,38613,0.2,81,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 10:30:00+00:00,21,38749,38349,0,38349,1.0,400,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 11:00:00+00:00,22,38618,37972,0,37972,1.7,646,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 11:30:00+00:00,23,38882,37729,0,37729,3.1,1153,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 12:00:00+00:00,24,38290,37342,0,37342,2.5,948,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 12:30:00+00:00,25,38140,37590,0,37590,1.5,550,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 13:00:00+00:00,26,38089,37511,0,37511,1.5,578,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 13:30:00+00:00,27,38160,37307,0,37307,2.3,853,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 14:00:00+00:00,28,37911,37234,0,37234,1.8,677,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 14:30:00+00:00,29,37890,37280,0,37280,1.6,610,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 15:00:00+00:00,30,38019,37066,0,37066,2.6,953,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 15:30:00+00:00,31,37670,37031,0,37031,1.7,639,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 16:00:00+00:00,32,38421,37299,0,37299,3.0,1122,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 16:30:00+00:00,33,39557,38115,0,38115,3.8,1442,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 17:00:00+00:00,34,41132,39393,0,39393,4.4,1739,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 17:30:00+00:00,35,42320,40546,0,40546,4.4,1774,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 18:00:00+00:00,36,42204,40616,0,40616,3.9,1588,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 18:30:00+00:00,37,41743,40377,0,40377,3.4,1366,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 19:00:00+00:00,38,41242,40075,0,40075,2.9,1167,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 19:30:00+00:00,39,40560,38789,0,38789,4.6,1771,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 20:00:00+00:00,40,39275,37612,0,37612,4.4,1663,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 20:30:00+00:00,41,37934,36686,0,36686,3.4,1248,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 21:00:00+00:00,42,36760,36278,0,36278,1.3,482,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 21:30:00+00:00,43,35001,34189,0,34189,2.4,812,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 22:00:00+00:00,44,33446,32824,0,32824,1.9,622,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 22:30:00+00:00,45,32105,31459,0,31459,2.1,646,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 23:00:00+00:00,46,30134,29807,0,29807,1.1,327,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-01-31 23:30:00+00:00,47,28615,28369,0,28369,0.9,246,2025-01-30T08:45:00Z
Jan,2025-01-31,2025-02-01 00:00:00+00:00,48,27780,27012,0,27012,2.8,768,2025-01-30T08:45:00Z
Feb,2025-02-01,2025-02-01 00:30:00+00:00,1,27870,27162,0,27162,2.6,708,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 01:00:00+00:00,2,28280,27508,0,27508,2.8,772,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 01:30:00+00:00,3,27889,27020,0,27020,3.2,869,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 02:00:00+00:00,4,27006,26324,0,26324,2.6,682,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 02:30:00+00:00,5,26316,25563,0,25563,2.9,753,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 03:00:00+00:00,6,25820,25190,0,25190,2.5,630,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 03:30:00+00:00,7,24919,24404,0,24404,2.1,515,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 04:00:00+00:00,8,24512,24028,0,24028,2.0,484,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 04:30:00+00:00,9,23975,23565,0,23565,1.7,410,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 05:00:00+00:00,10,23850,23198,0,23198,2.8,652,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 05:30:00+00:00,11,23894,22928,0,22928,4.2,966,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 06:00:00+00:00,12,24231,23203,0,23203,4.4,1028,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 06:30:00+00:00,13,25271,24213,0,24213,4.4,1058,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 07:00:00+00:00,14,26249,24822,0,24822,5.7,1427,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 07:30:00+00:00,15,27633,26064,0,26064,6.0,1569,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 08:00:00+00:00,16,28500,27437,0,27437,3.9,1063,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 08:30:00+00:00,17,30333,29151,0,29151,4.1,1182,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 09:00:00+00:00,18,31032,30119,0,30119,3.0,913,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 09:30:00+00:00,19,32407,32123,0,32123,0.9,284,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 10:00:00+00:00,20,32593,32675,0,32675,0.3,82,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 10:30:00+00:00,21,32600,33047,0,33047,1.4,447,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 11:00:00+00:00,22,32118,33048,0,33048,2.8,930,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 11:30:00+00:00,23,31695,33284,0,33284,4.8,1589,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 12:00:00+00:00,24,31213,33421,0,33421,6.6,2208,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 12:30:00+00:00,25,30930,33412,0,33412,7.4,2482,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 13:00:00+00:00,26,30871,33601,0,33601,8.1,2730,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 13:30:00+00:00,27,30716,33584,0,33584,8.5,2868,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 14:00:00+00:00,28,30574,33644,0,33644,9.1,3070,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 14:30:00+00:00,29,30380,33125,0,33125,8.3,2745,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 15:00:00+00:00,30,30728,33276,0,33276,7.7,2548,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 15:30:00+00:00,31,31369,33394,0,33394,6.1,2025,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 16:00:00+00:00,32,32121,33819,0,33819,5.0,1698,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 16:30:00+00:00,33,33163,35018,0,35018,5.3,1855,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 17:00:00+00:00,34,34763,35983,0,35983,3.4,1220,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 17:30:00+00:00,35,36439,37735,0,37735,3.4,1296,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 18:00:00+00:00,36,36640,37853,0,37853,3.2,1213,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 18:30:00+00:00,37,36643,37292,0,37292,1.7,649,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 19:00:00+00:00,38,36115,36800,0,36800,1.9,685,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 19:30:00+00:00,39,34959,35552,0,35552,1.7,593,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 20:00:00+00:00,40,33825,34551,0,34551,2.1,726,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 20:30:00+00:00,41,32791,33361,0,33361,1.7,570,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 21:00:00+00:00,42,31580,32281,0,32281,2.2,701,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 21:30:00+00:00,43,30261,30988,0,30988,2.3,727,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 22:00:00+00:00,44,29115,29684,0,29684,1.9,569,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 22:30:00+00:00,45,27758,28285,0,28285,1.9,527,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 23:00:00+00:00,46,26404,26800,0,26800,1.5,396,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-01 23:30:00+00:00,47,25071,25306,0,25306,0.9,235,2025-01-31T08:45:00Z
Feb,2025-02-01,2025-02-02 00:00:00+00:00,48,24170,24575,0,24575,1.6,405,2025-01-31T08:45:00Z
Feb,2025-02-02,2025-02-02 00:30:00+00:00,1,24400,24802,0,24802,1.6,402,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 01:00:00+00:00,2,24900,25081,0,25081,0.7,181,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 01:30:00+00:00,3,24360,24523,0,24523,0.7,163,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 02:00:00+00:00,4,23760,23870,0,23870,0.5,110,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 02:30:00+00:00,5,23058,23413,0,23413,1.5,355,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 03:00:00+00:00,6,22593,23134,0,23134,2.3,541,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 03:30:00+00:00,7,22306,22481,0,22481,0.8,175,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 04:00:00+00:00,8,21961,22321,0,22321,1.6,360,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 04:30:00+00:00,9,21825,21720,0,21720,0.5,105,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 05:00:00+00:00,10,21697,21627,0,21627,0.3,70,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 05:30:00+00:00,11,21670,21603,0,21603,0.3,67,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 06:00:00+00:00,12,21917,21729,0,21729,0.9,188,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 06:30:00+00:00,13,23105,22512,0,22512,2.6,593,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 07:00:00+00:00,14,24038,23466,0,23466,2.4,572,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 07:30:00+00:00,15,25322,24316,0,24316,4.1,1006,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 08:00:00+00:00,16,26030,24818,0,24818,4.9,1212,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 08:30:00+00:00,17,27650,26585,0,26585,4.0,1065,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 09:00:00+00:00,18,28544,27507,0,27507,3.8,1037,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 09:30:00+00:00,19,29098,28757,0,28757,1.2,341,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 10:00:00+00:00,20,29230,28519,0,28519,2.5,711,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 10:30:00+00:00,21,29560,29166,0,29166,1.4,394,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 11:00:00+00:00,22,29619,28759,0,28759,3.0,860,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 11:30:00+00:00,23,29987,28556,0,28556,5.0,1431,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 12:00:00+00:00,24,30340,27996,0,27996,8.4,2344,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 12:30:00+00:00,25,30310,27909,0,27909,8.6,2401,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 13:00:00+00:00,26,30263,28056,0,28056,7.9,2207,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 13:30:00+00:00,27,30350,28242,0,28242,7.5,2108,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 14:00:00+00:00,28,30378,28696,0,28696,5.9,1682,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 14:30:00+00:00,29,30841,29403,0,29403,4.9,1438,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 15:00:00+00:00,30,31290,30594,0,30594,2.3,696,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 15:30:00+00:00,31,32460,31435,0,31435,3.3,1025,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 16:00:00+00:00,32,33730,33665,0,33665,0.2,65,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 16:30:00+00:00,33,35575,35796,0,35796,0.6,221,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 17:00:00+00:00,34,37803,37021,0,37021,2.1,782,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 17:30:00+00:00,35,39433,39399,0,39399,0.1,34,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 18:00:00+00:00,36,39780,40142,0,40142,0.9,362,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 18:30:00+00:00,37,39708,39414,0,39414,0.7,294,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 19:00:00+00:00,38,38924,38825,0,38825,0.3,99,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 19:30:00+00:00,39,37559,36932,0,36932,1.7,627,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 20:00:00+00:00,40,36260,36346,0,36346,0.2,86,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 20:30:00+00:00,41,35397,34968,0,34968,1.2,429,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 21:00:00+00:00,42,34330,33602,0,33602,2.2,728,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 21:30:00+00:00,43,32878,32296,0,32296,1.8,582,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 22:00:00+00:00,44,31497,30604,0,30604,2.9,893,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 22:30:00+00:00,45,29995,29007,0,29007,3.4,988,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 23:00:00+00:00,46,28179,26965,0,26965,4.5,1214,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-02 23:30:00+00:00,47,26438,25445,0,25445,3.9,993,2025-02-01T08:45:00Z
Feb,2025-02-02,2025-02-03 00:00:00+00:00,48,25240,24753,0,24753,2.0,487,2025-02-01T08:45:00Z
Feb,2025-02-03,2025-02-03 00:30:00+00:00,1,25420,25130,0,25130,1.2,290,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 01:00:00+00:00,2,25730,25886,0,25886,0.6,156,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 01:30:00+00:00,3,25670,25364,0,25364,1.2,306,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 02:00:00+00:00,4,25093,25001,0,25001,0.4,92,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 02:30:00+00:00,5,24380,24278,0,24278,0.4,102,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 03:00:00+00:00,6,24138,23897,0,23897,1.0,241,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 03:30:00+00:00,7,23668,23346,0,23346,1.4,322,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 04:00:00+00:00,8,22967,22841,0,22841,0.6,126,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 04:30:00+00:00,9,22931,22643,0,22643,1.3,288,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 05:00:00+00:00,10,22850,22376,0,22376,2.1,474,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 05:30:00+00:00,11,23693,23649,0,23649,0.2,44,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 06:00:00+00:00,12,24361,24876,0,24876,2.1,515,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 06:30:00+00:00,13,26902,28018,0,28018,4.0,1116,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 07:00:00+00:00,14,29319,30711,0,30711,4.5,1392,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 07:30:00+00:00,15,32626,33199,0,33199,1.7,573,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 08:00:00+00:00,16,34120,34470,0,34470,1.0,350,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 08:30:00+00:00,17,36129,36419,0,36419,0.8,290,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 09:00:00+00:00,18,36611,36877,0,36877,0.7,266,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 09:30:00+00:00,19,36760,37779,0,37779,2.7,1019,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 10:00:00+00:00,20,36705,37286,0,37286,1.6,581,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 10:30:00+00:00,21,35841,36866,0,36866,2.8,1025,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 11:00:00+00:00,22,34848,36696,0,36696,5.0,1848,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 11:30:00+00:00,23,34278,36375,0,36375,5.8,2097,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 12:00:00+00:00,24,33972,36286,0,36286,6.4,2314,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 12:30:00+00:00,25,34140,36146,0,36146,5.5,2006,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 13:00:00+00:00,26,33048,35672,0,35672,7.4,2624,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 13:30:00+00:00,27,32640,35174,0,35174,7.2,2534,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 14:00:00+00:00,28,32770,34799,0,34799,5.8,2029,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 14:30:00+00:00,29,33046,34611,0,34611,4.5,1565,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 15:00:00+00:00,30,33472,34356,0,34356,2.6,884,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 15:30:00+00:00,31,34316,34587,0,34587,0.8,271,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 16:00:00+00:00,32,34941,35801,0,35801,2.4,860,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 16:30:00+00:00,33,36386,36989,0,36989,1.6,603,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 17:00:00+00:00,34,37760,38228,0,38228,1.2,468,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 17:30:00+00:00,35,38795,39572,0,39572,2.0,777,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 18:00:00+00:00,36,38910,40166,0,40166,3.1,1256,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 18:30:00+00:00,37,38531,39805,0,39805,3.2,1274,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 19:00:00+00:00,38,38103,39046,0,39046,2.4,943,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 19:30:00+00:00,39,37377,38053,0,38053,1.8,676,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 20:00:00+00:00,40,35955,37035,0,37035,2.9,1080,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 20:30:00+00:00,41,34688,35747,0,35747,3.0,1059,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 21:00:00+00:00,42,33360,34166,0,34166,2.4,806,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 21:30:00+00:00,43,31449,32303,0,32303,2.6,854,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 22:00:00+00:00,44,29454,30486,0,30486,3.4,1032,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 22:30:00+00:00,45,27397,28787,0,28787,4.8,1390,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 23:00:00+00:00,46,25444,26792,0,26792,5.0,1348,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-03 23:30:00+00:00,47,24101,25154,0,25154,4.2,1053,2025-02-02T08:45:00Z
Feb,2025-02-03,2025-02-04 00:00:00+00:00,48,22980,24251,0,24251,5.2,1271,2025-02-02T08:45:00Z
Feb,2025-02-04,2025-02-04 00:30:00+00:00,1,23490,23995,0,23995,2.1,505,2025-02-03T08:45:00Z
Feb,2025-02-04,2025-02-04 01:00:00+00:00,2,23910,24503,0,24503,2.4,593,2025-02-03T08:45:00Z
Feb,2025-02-04,2025-02-04 01:30:00+00:00,3,23455,24138,0,24138,2.8,683,2025-02-03T08:45:00Z
Feb,2025-02-04,2025-02-04 02:00:00+00:00,4,22773,23512,0,23512,3.1,739,2025-02-03T08:45:00Z
Feb,2025-02-04,2025-02-04 02:30:00+00:00,5,22163,22936,0,22936,3.4,773,2025-02-03T08:45:00Z
Feb,2025-02-04,2025-02-04 03:00:00+00:00,6,21856,22523,0,22523,3.0,667,2025-02-03T08:45:00Z
Feb,2025-02-04,2025-02-04 03:30:00+00:00,7,21508,21999,0,21999,2.2,491,2025-02-03T08:45:00Z
Feb,2025-02-04,2025-02-04 04:00:00+00:00,8,21045,21603,0,21603,2.6,558,2025-02-03T08:45:00Z
Feb,2025-02-04,2025-02-04 04:30:00+00:00,9,20642,21577,0,21577,4.3,935,2025-02-03T08:45:00Z
Feb,2025-02-04,2025-02-04 05:00:00+00:00,10,20580,21569,0,21569,4.6,989,2025-02-03T08:45:00Z
Feb,2025-02-04,2025-02-04 05:30:00+00:00,11,21333,22182,0,22182,3.8,849,2025-02-03T08:45:00Z
Feb,2025-02-04,2025-02-04 06:00:00+00:00,12,22490,23244,0,23244,3.2,754,2025-02-03T08:45:00Z
Feb,2025-02-04,2025-02-04 06:30:00+00:00,13,25164,25785,0,25785,2.4,621,2025-02-03T08:45:00Z
Feb,2025-02-04,2025-02-04 07:00:00+00:00,14,27803,28357,0,28357,2.0,554,2025-02-03T08:45:00Z
Feb,2025-02-04,2025-02-04 07:30:00+00:00,15,30930,31355,0,31355,1.4,425,2025-02-03T08:45:00Z
Feb,2025-02-04,2025-02-04 08:00:00+00:00,16,32900,32540,0,32540,1.1,360,2025-02-03T08:45:00Z
Feb,2025-02-04,2025-02-04 08:30:00+00:00,17,33665,34417,0,34417,2.2,752,2025-02-03T08:45:00Z
Feb,2025-02-04,2025-02-04 09:00:00+00:00,18,33789,34590,0,34590,2.3,801,2025-02-03T08:45:00Z
