DATETIME,GAS,COAL,NUCLEAR,WIND,WIND_EMB,HYDRO,IMPORTS,BIOMASS,OTHER,SOLAR,STORAGE,GENERATION,CARBON_INTENSITY,LOW_CARBON,ZERO_CARBON,RENEWABLE,FOSSIL,GAS_perc,COAL_perc,NUCLEAR_perc,WIND_perc,WIND_EMB_perc,HYDRO_perc,IMPORTS_perc,BIOMASS_perc,OTHER_perc,SOLAR_perc,STORAGE_perc,GENERATION_perc,LOW_CARBON_perc,ZERO_CARBON_perc,RENEWABLE_perc,FOSSIL_perc
2025-04-26 14:30:00,4972.0,0.0,3611.0,4226.0,693.0,76.0,8110.0,1211.0,371.0,5761.0,0.0,29031.0,104.0,15578.0,9288.0,10756.0,4972.0,17.1,0.0,12.4,14.6,2.4,0.3,27.9,4.2,1.3,19.8,0.0,100.0,53.7,69.2,37.1,17.1
2025-04-26 15:00:00,5338.0,0.0,3620.0,4143.0,703.0,76.0,8348.0,1217.0,421.0,5106.0,26.0,28998.0,113.0,14891.0,9245.0,10054.0,5338.0,18.4,0.0,12.5,14.3,2.4,0.3,28.8,4.2,1.5,17.6,0.1,100.0,51.4,67.2,34.7,18.4
2025-04-26 15:30:00,6457.0,0.0,3621.0,4219.0,706.0,81.0,8392.0,1348.0,426.0,4231.0,2.0,29483.0,127.0,14208.0,9387.0,9239.0,6457.0,21.9,0.0,12.3,14.3,2.4,0.3,28.5,4.6,1.4,14.4,0.0,100.0,48.2,63.8,31.3,21.9
2025-04-26 16:00:00,7293.0,0.0,3635.0,4309.0,713.0,181.0,8542.0,1538.0,368.0,3476.0,24.0,30079.0,138.0,13876.0,9773.0,8703.0,7293.0,24.2,0.0,12.1,14.3,2.4,0.6,28.4,5.1,1.2,11.6,0.1,100.0,46.1,61.5,28.9,24.2
2025-04-26 16:30:00,8057.0,0.0,3640.0,4327.0,732.0,196.0,8432.0,1555.0,491.0,2697.0,0.0,30127.0,148.0,13147.0,9843.0,7952.0,8057.0,26.7,0.0,12.1,14.4,2.4,0.7,28.0,5.2,1.6,9.0,0.0,100.0,43.6,59.0,26.4,26.7
2025-04-26 17:00:00,8539.0,0.0,3656.0,4415.0,746.0,390.0,8142.0,1549.0,622.0,1868.0,102.0,30029.0,152.0,12726.0,10164.0,7521.0,8539.0,28.4,0.0,12.2,14.7,2.5,1.3,27.1,5.2,2.1,6.2,0.3,100.0,42.4,57.8,25.0,28.4
2025-04-26 17:30:00,8800.0,0.0,3672.0,4497.0,744.0,383.0,8014.0,1550.0,664.0,1221.0,210.0,29755.0,156.0,12277.0,10375.0,7055.0,8800.0,29.6,0.0,12.3,15.1,2.5,1.3,26.9,5.2,2.2,4.1,0.7,100.0,41.3,57.9,23.7,29.6
2025-04-26 18:00:00,9167.0,0.0,3672.0,4508.0,751.0,356.0,7014.0,1557.0,1054.0,622.0,214.0,28915.0,161.0,11680.0,10435.0,6451.0,9167.0,31.7,0.0,12.7,15.6,2.6,1.2,24.3,5.4,3.6,2.2,0.7,100.0,40.4,56.1,22.3,31.7
2025-04-26 18:30:00,9181.0,0.0,3673.0,4587.0,794.0,353.0,7004.0,1556.0,981.0,209.0,214.0,28552.0,163.0,11386.0,10538.0,6157.0,9181.0,32.2,0.0,12.9,16.1,2.8,1.2,24.5,5.4,3.4,0.7,0.7,100.0,39.9,56.6,21.6,32.2
2025-04-26 19:00:00,9312.0,0.0,3673.0,4645.0,872.0,353.0,6964.0,1556.0,887.0,11.0,212.0,28485.0,163.0,11322.0,10600.0,6093.0,9312.0,32.7,0.0,12.9,16.3,3.1,1.2,24.4,5.5,3.1,0.0,0.7,100.0,39.7,56.7,21.4,32.7
2025-04-26 19:30:00,9345.0,0.0,3675.0,5054.0,972.0,339.0,7068.0,1554.0,490.0,0.0,214.0,28711.0,159.0,11808.0,10837.0,6579.0,9345.0,32.5,0.0,12.8,17.6,3.4,1.2,24.6,5.4,1.7,0.0,0.7,100.0,41.1,57.9,22.9,32.5
2025-04-26 20:00:00,9091.0,0.0,3675.0,5274.0,1057.0,220.0,7214.0,1552.0,244.0,0.0,214.0,28541.0,152.0,11992.0,10936.0,6765.0,9091.0,31.9,0.0,12.9,18.5,3.7,0.8,25.3,5.4,0.9,0.0,0.7,100.0,42.0,59.7,23.7,31.9
2025-04-26 20:30:00,8876.0,0.0,3675.0,5326.0,1103.0,216.0,6994.0,1506.0,158.0,0.0,130.0,27984.0,148.0,11956.0,10854.0,6775.0,8876.0,31.7,0.0,13.1,19.0,3.9,0.8,25.0,5.4,0.6,0.0,0.5,100.0,42.7,60.2,24.2,31.7
2025-04-26 21:00:00,8028.0,0.0,3682.0,5467.0,1158.0,184.0,6987.0,1529.0,182.0,0.0,34.0,27251.0,140.0,12054.0,10897.0,6843.0,8028.0,29.5,0.0,13.5,20.1,4.2,0.7,25.6,5.6,0.7,0.0,0.1,100.0,44.2,63.2,25.1,29.5
2025-04-26 21:30:00,6676.0,0.0,3691.0,5911.0,1266.0,175.0,7004.0,1450.0,196.0,0.0,0.0,26369.0,124.0,12493.0,11228.0,7352.0,6676.0,25.3,0.0,14.0,22.4,4.8,0.7,26.6,5.5,0.7,0.0,0.0,100.0,47.4,67.6,27.9,25.3
2025-04-26 22:00:00,5116.0,0.0,3692.0,6032.0,1388.0,175.0,6822.0,1312.0,191.0,0.0,0.0,24728.0,107.0,12599.0,11212.0,7595.0,5116.0,20.7,0.0,14.9,24.4,5.6,0.7,27.6,5.3,0.8,0.0,0.0,100.0,50.9,72.6,30.7,20.7
2025-04-26 22:30:00,4019.0,0.0,3692.0,6023.0,1478.0,188.0,6848.0,1213.0,310.0,0.0,0.0,23771.0,95.0,12594.0,11123.0,7689.0,4019.0,16.9,0.0,15.5,25.3,6.2,0.8,28.8,5.1,1.3,0.0,0.0,100.0,53.0,77.0,32.3,16.9
2025-04-26 23:00:00,3282.0,0.0,3689.0,6036.0,1545.0,179.0,6940.0,1214.0,341.0,0.0,0.0,23226.0,90.0,12663.0,11119.0,7760.0,3282.0,14.1,0.0,15.9,26.0,6.7,0.8,29.9,5.2,1.5,0.0,0.0,100.0,54.5,80.5,33.4,14.1
2025-04-26 23:30:00,2701.0,0.0,3700.0,5899.0,1607.0,155.0,7092.0,1211.0,281.0,0.0,0.0,22646.0,84.0,12572.0,10978.0,7661.0,2701.0,11.9,0.0,16.3,26.0,7.1,0.7,31.3,5.3,1.2,0.0,0.0,100.0,55.5,82.7,33.8,11.9
2025-04-27 00:00:00,2829.0,0.0,3698.0,5745.0,1666.0,154.0,6550.0,1216.0,404.0,0.0,0.0,22262.0,80.0,12479.0,10822.0,7565.0,2829.0,12.7,0.0,16.6,25.8,7.5,0.7,29.4,5.5,1.8,0.0,0.0,100.0,56.1,80.8,34.0,12.7
2025-04-27 00:30:00,3192.0,0.0,3700.0,5584.0,1713.0,154.0,6596.0,1219.0,383.0,0.0,0.0,22541.0,86.0,12370.0,10663.0,7451.0,3192.0,14.2,0.0,16.4,24.8,7.6,0.7,29.3,5.4,1.7,0.0,0.0,100.0,54.9,78.5,33.1,14.2
2025-04-27 01:00:00,3264.0,0.0,3709.0,5752.0,1713.0,116.0,6462.0,1220.0,292.0,0.0,0.0,22528.0,84.0,12510.0,10801.0,7581.0,3264.0,14.5,0.0,16.5,25.5,7.6,0.5,28.7,5.4,1.3,0.0,0.0,100.0,55.5,78.9,33.7,14.5
2025-04-27 01:30:00,3021.0,0.0,3724.0,5790.0,1642.0,107.0,6254.0,1223.0,231.0,0.0,0.0,21992.0,77.0,12486.0,10845.0,7539.0,3021.0,13.7,0.0,16.9,26.3,7.5,0.5,28.4,5.6,1.1,0.0,0.0,100.0,56.8,80.7,34.3,13.7
2025-04-27 02:00:00,3253.0,0.0,3723.0,6129.0,1558.0,107.0,5296.0,1240.0,377.0,0.0,0.0,21683.0,79.0,12757.0,11200.0,7794.0,3253.0,15.0,0.0,17.2,28.3,7.2,0.5,24.4,5.7,1.7,0.0,0.0,100.0,58.8,78.8,35.9,15.0
2025-04-27 02:30:00,3595.0,0.0,3725.0,6072.0,1523.0,107.0,4954.0,1223.0,181.0,0.0,0.0,21380.0,80.0,12650.0,11128.0,7702.0,3595.0,16.8,0.0,17.4,28.4,7.1,0.5,23.2,5.7,0.8,0.0,0.0,100.0,59.2,78.2,36.0,16.8
2025-04-27 03:00:00,3652.0,0.0,3722.0,6127.0,1554.0,107.0,4964.0,1220.0,277.0,0.0,0.0,21623.0,82.0,12730.0,11177.0,7788.0,3652.0,16.9,0.0,17.2,28.3,7.2,0.5,23.0,5.6,1.3,0.0,0.0,100.0,58.9,77.4,36.0,16.9
2025-04-27 03:30:00,3823.0,0.0,3729.0,6010.0,1645.0,107.0,4892.0,1230.0,356.0,0.0,0.0,21792.0,84.0,12721.0,11077.0,7762.0,3823.0,17.5,0.0,17.1,27.6,7.5,0.5,22.4,5.6,1.6,0.0,0.0,100.0,58.4,75.5,35.6,17.5
2025-04-27 04:00:00,4052.0,0.0,3738.0,5852.0,1749.0,107.0,4890.0,1227.0,292.0,0.0,0.0,21907.0,87.0,12673.0,10927.0,7708.0,4052.0,18.5,0.0,17.1,26.7,8.0,0.5,22.3,5.6,1.3,0.0,0.0,100.0,57.8,74.5,35.2,18.5
2025-04-27 04:30:00,4147.0,0.0,3739.0,5853.0,1820.0,133.0,4888.0,1111.0,231.0,5.0,0.0,21927.0,87.0,12661.0,10839.0,7811.0,4147.0,18.9,0.0,17.1,26.7,8.3,0.6,22.3,5.1,1.1,0.0,0.0,100.0,57.7,73.9,35.6,18.9
2025-04-27 05:00:00,4002.0,0.0,3742.0,5845.0,1862.0,186.0,4972.0,911.0,187.0,248.0,0.0,21955.0,83.0,12794.0,10703.0,8141.0,4002.0,18.2,0.0,17.0,26.6,8.5,0.8,22.6,4.1,0.9,1.1,0.0,100.0,58.3,74.2,37.1,18.2
2025-04-27 05:30:00,4101.0,0.0,3746.0,5745.0,1885.0,185.0,5008.0,912.0,348.0,862.0,0.0,22792.0,84.0,13335.0,10607.0,8677.0,4101.0,18.0,0.0,16.4,25.2,8.3,0.8,22.0,4.0,1.5,3.8,0.0,100.0,58.5,72.7,38.1,18.0
2025-04-27 06:00:00,3720.0,0.0,3746.0,5749.0,1872.0,196.0,6006.0,909.0,317.0,1689.0,0.0,24204.0,82.0,14161.0,10655.0,9506.0,3720.0,15.4,0.0,15.5,23.8,7.7,0.8,24.8,3.8,1.3,7.0,0.0,100.0,58.5,75.0,39.3,15.4
2025-04-27 06:30:00,3371.0,0.0,3747.0,5892.0,1812.0,190.0,6039.0,892.0,378.0,2627.0,0.0,24948.0,75.0,15160.0,10769.0,10521.0,3371.0,13.5,0.0,15.0,23.6,7.3,0.8,24.2,3.6,1.5,10.5,0.0,100.0,60.8,77.4,42.2,13.5
2025-04-27 07:00:00,3220.0,0.0,3745.0,5985.0,1751.0,187.0,6480.0,986.0,317.0,3792.0,0.0,26463.0,74.0,16446.0,10969.0,11715.0,3220.0,12.2,0.0,14.2,22.6,6.6,0.7,24.5,3.7,1.2,14.3,0.0,100.0,62.1,78.8,44.3,12.2
2025-04-27 07:30:00,3059.0,0.0,3745.0,6085.0,1734.0,162.0,6452.0,1018.0,401.0,5083.0,0.0,27739.0,69.0,17827.0,11102.0,13064.0,3059.0,11.0,0.0,13.5,21.9,6.3,0.6,23.3,3.7,1.4,18.3,0.0,100.0,64.3,79.4,47.1,11.0
2025-04-27 08:00:00,2645.0,0.0,3748.0,6270.0,1735.0,100.0,6673.0,1053.0,452.0,6727.0,0.0,29403.0,61.0,19633.0,11346.0,14832.0,2645.0,9.0,0.0,12.7,21.3,5.9,0.3,22.7,3.6,1.5,22.9,0.0,100.0,66.8,82.0,50.4,9.0
2025-04-27 08:30:00,2790.0,0.0,3749.0,6176.0,1727.0,81.0,6604.0,1087.0,414.0,7899.0,0.0,30527.0,61.0,20719.0,11269.0,15883.0,2790.0,9.1,0.0,12.3,20.2,5.7,0.3,21.6,3.6,1.4,25.9,0.0,100.0,67.9,81.2,52.0,9.1
2025-04-27 09:00:00,2888.0,0.0,3751.0,5731.0,1729.0,63.0,6022.0,1055.0,502.0,9246.0,0.0,30987.0,62.0,21575.0,10863.0,16769.0,2888.0,9.3,0.0,12.1,18.5,5.6,0.2,19.4,3.4,1.6,29.8,0.0,100.0,69.6,80.1,54.1,9.3
2025-04-27 09:30:00,3079.0,0.0,3753.0,5473.0,1762.0,62.0,5905.0,811.0,566.0,10523.0,0.0,31934.0,62.0,22384.0,10341.0,17820.0,3079.0,9.6,0.0,11.8,17.1,5.5,0.2,18.5,2.5,1.8,33.0,0.0,100.0,70.1,77.7,55.8,9.6
2025-04-27 10:00:00,3135.0,0.0,3754.0,5611.0,1806.0,62.0,5529.0,796.0,588.0,11159.0,0.0,32441.0,62.0,23188.0,10477.0,18638.0,3135.0,9.7,0.0,11.6,17.3,5.6,0.2,17.0,2.5,1.8,34.4,0.0,100.0,71.5,77.7,57.5,9.7
2025-04-27 10:30:00,3109.0,0.0,3754.0,5750.0,1839.0,62.0,5469.0,794.0,492.0,11922.0,0.0,33191.0,59.0,24121.0,10565.0,19573.0,3109.0,9.4,0.0,11.3,17.3,5.5,0.2,16.5,2.4,1.5,35.9,0.0,100.0,72.7,78.2,59.0,9.4
2025-04-27 11:00:00,2890.0,0.0,3748.0,4925.0,1860.0,62.0,6394.0,784.0,319.0,12307.0,0.0,33289.0,57.0,23686.0,9689.0,19154.0,2890.0,8.7,0.0,11.3,14.8,5.6,0.2,19.2,2.4,1.0,37.0,0.0,100.0,71.2,79.0,57.5,8.7
2025-04-27 11:30:00,2779.0,0.0,3750.0,4378.0,1873.0,62.0,6551.0,807.0,372.0,12058.0,0.0,32630.0,58.0,22928.0,9166.0,18371.0,2779.0,8.5,0.0,11.5,13.4,5.7,0.2,20.1,2.5,1.1,37.0,0.0,100.0,70.3,78.4,56.3,8.5
2025-04-27 12:00:00,2785.0,0.0,3749.0,4431.0,1868.0,62.0,6050.0,803.0,535.0,12005.0,0.0,32288.0,60.0,22918.0,9280.0,18366.0,2785.0,8.6,0.0,11.6,13.7,5.8,0.2,18.7,2.5,1.7,37.2,0.0,100.0,71.0,77.9,56.9,8.6
2025-04-27 12:30:00,2726.0,0.0,3753.0,4593.0,1847.0,62.0,5995.0,784.0,457.0,11782.0,0.0,31999.0,59.0,22821.0,9422.0,18284.0,2726.0,8.5,0.0,11.7,14.4,5.8,0.2,18.7,2.5,1.4,36.8,0.0,100.0,71.3,79.0,57.1,8.5
2025-04-27 13:00:00,2728.0,0.0,3762.0,4207.0,1886.0,62.0,5931.0,797.0,539.0,11230.0,0.0,31142.0,60.0,21944.0,9063.0,17385.0,2728.0,8.8,0.0,12.1,13.5,6.1,0.2,19.0,2.6,1.7,36.1,0.0,100.0,70.5,77.8,55.8,8.8
2025-04-27 13:30:00,2657.0,0.0,3762.0,4500.0,2032.0,62.0,5878.0,789.0,488.0,10372.0,0.0,30541.0,59.0,21517.0,9359.0,16966.0,2657.0,8.7,0.0,12.3,14.7,6.7,0.2,19.2,2.6,1.6,34.0,0.0,100.0,70.5,79.2,55.6,8.7
2025-04-27 14:00:00,2718.0,0.0,3765.0,6140.0,2145.0,62.0,4507.0,800.0,574.0,9811.0,0.0,30522.0,51.0,22723.0,10989.0,18158.0,2718.0,8.9,0.0,12.3,20.1,7.0,0.2,14.8,2.6,1.9,32.1,0.0,100.0,74.4,80.8,59.5,8.9
2025-04-27 14:30:00,2645.0,0.0,3761.0,6779.0,2097.0,62.0,4511.0,801.0,541.0,8913.0,0.0,30110.0,50.0,22413.0,11598.0,17851.0,2645.0,8.8,0.0,12.5,22.5,7.0,0.2,15.0,2.7,1.8,29.6,0.0,100.0,74.4,82.6,59.3,8.8
2025-04-27 15:00:00,3248.0,0.0,3762.0,7369.0,2006.0,62.0,4289.0,888.0,672.0,7851.0,0.0,30148.0,55.0,21938.0,12338.0,17288.0,3248.0,10.8,0.0,12.5,24.4,6.7,0.2,14.2,2.9,2.2,26.0,0.0,100.0,72.8,79.8,57.3,10.8
2025-04-27 15:30:00,3808.0,0.0,3760.0,8180.0,2006.0,65.0,4469.0,1121.0,592.0,6542.0,0.0,30542.0,63.0,21674.0,13308.0,16793.0,3808.0,12.5,0.0,12.3,26.8,6.6,0.2,14.6,3.7,1.9,21.4,0.0,100.0,71.0,78.3,55.0,12.5
2025-04-27 16:00:00,4405.0,0.0,3758.0,8236.0,2052.0,90.0,5290.0,1248.0,854.0,5226.0,0.0,31159.0,77.0,20610.0,13492.0,15604.0,4405.0,14.1,0.0,12.1,26.4,6.6,0.3,17.0,4.0,2.7,16.8,0.0,100.0,66.1,74.9,50.1,14.1
2025-04-27 16:30:00,5839.0,0.0,3760.0,8191.0,2073.0,111.0,5286.0,1519.0,774.0,3989.0,0.0,31542.0,95.0,19643.0,13719.0,14364.0,5839.0,18.5,0.0,11.9,26.0,6.6,0.4,16.8,4.8,2.5,12.6,0.0,100.0,62.3,70.2,45.5,18.5
2025-04-27 17:00:00,6573.0,0.0,3760.0,8362.0,2050.0,374.0,4920.0,1967.0,701.0,3017.0,4.0,31728.0,102.0,19534.0,14581.0,13807.0,6573.0,20.7,0.0,11.9,26.4,6.5,1.2,15.5,6.2,2.2,9.5,0.0,100.0,61.6,69.1,43.5,20.7
2025-04-27 17:30:00,7011.0,0.0,3761.0,8647.0,1985.0,387.0,4766.0,2396.0,988.0,2017.0,46.0,32004.0,109.0,19239.0,15291.0,13082.0,7011.0,21.9,0.0,11.8,27.0,6.2,1.2,14.9,7.5,3.1,6.3,0.1,100.0,60.1,67.5,40.9,21.9
2025-04-27 18:00:00,7766.0,0.0,3759.0,8796.0,1921.0,422.0,4348.0,2530.0,1547.0,1113.0,66.0,32268.0,121.0,18607.0,15701.0,12318.0,7766.0,24.1,0.0,11.6,27.3,6.0,1.3,13.5,7.8,4.8,3.4,0.2,100.0,57.7,64.7,38.2,24.1
2025-04-27 18:30:00,8060.0,0.0,3759.0,8663.0,1893.0,463.0,4336.0,2569.0,1774.0,397.0,32.0,31946.0,128.0,17776.0,15592.0,11448.0,8060.0,25.2,0.0,11.8,27.1,5.9,1.4,13.6,8.0,5.6,1.2,0.1,100.0,55.6,63.1,35.8,25.2
2025-04-27 19:00:00,8016.0,0.0,3759.0,8897.0,1862.0,481.0,4338.0,2687.0,1587.0,29.0,0.0,31656.0,128.0,17715.0,15854.0,11269.0,8016.0,25.3,0.0,11.9,28.1,5.9,1.5,13.7,8.5,5.0,0.1,0.0,100.0,56.0,63.9,35.6,25.3
2025-04-27 19:30:00,8228.0,0.0,3761.0,8723.0,1799.0,471.0,4318.0,2882.0,1294.0,0.0,52.0,31528.0,129.0,17688.0,15924.0,11045.0,8228.0,26.1,0.0,11.9,27.7,5.7,1.5,13.7,9.1,4.1,0.0,0.2,100.0,56.1,64.4,35.0,26.1
2025-04-27 20:00:00,8149.0,0.0,3740.0,8858.0,1776.0,454.0,3854.0,3053.0,970.0,0.0,18.0,30872.0,128.0,17899.0,16124.0,11106.0,8149.0,26.4,0.0,12.1,28.7,5.8,1.5,12.5,9.9,3.1,0.0,0.1,100.0,58.0,65.7,36.0,26.4
2025-04-27 20:30:00,7769.0,0.0,3738.0,9014.0,1855.0,430.0,3814.0,3072.0,796.0,0.0,0.0,30488.0,123.0,18109.0,16255.0,11299.0,7769.0,25.5,0.0,12.3,29.6,6.1,1.4,12.5,10.1,2.6,0.0,0.0,100.0,59.4,67.3,37.1,25.5
2025-04-27 21:00:00,7475.0,0.0,3712.0,8883.0,1939.0,312.0,3332.0,3099.0,603.0,0.0,0.0,29355.0,122.0,17945.0,16007.0,11134.0,7475.0,25.5,0.0,12.6,30.3,6.6,1.1,11.4,10.6,2.1,0.0,0.0,100.0,61.1,68.5,37.9,25.5
2025-04-27 21:30:00,6374.0,0.0,3707.0,8812.0,1931.0,286.0,3360.0,3104.0,373.0,0.0,0.0,27947.0,109.0,17840.0,15910.0,11029.0,6374.0,22.8,0.0,13.3,31.5,6.9,1.0,12.0,11.1,1.3,0.0,0.0,100.0,63.8,72.5,39.5,22.8
2025-04-27 22:00:00,4855.0,0.0,3678.0,9151.0,1894.0,62.0,4728.0,3085.0,193.0,0.0,16.0,27662.0,87.0,17886.0,15995.0,11123.0,4855.0,17.6,0.0,13.3,33.1,6.8,0.2,17.1,11.2,0.7,0.0,0.1,100.0,64.7,78.3,40.2,17.6
2025-04-27 22:30:00,4207.0,0.0,3675.0,9077.0,1898.0,62.0,4800.0,3082.0,233.0,0.0,0.0,27034.0,80.0,17794.0,15897.0,11037.0,4207.0,15.6,0.0,13.6,33.6,7.0,0.2,17.8,11.4,0.9,0.0,0.0,100.0,65.8,80.5,40.8,15.6
2025-04-27 23:00:00,3991.0,0.0,3651.0,8872.0,1906.0,62.0,4886.0,3089.0,245.0,0.0,0.0,26702.0,78.0,17580.0,15675.0,10840.0,3991.0,14.9,0.0,13.7,33.2,7.1,0.2,18.3,11.6,0.9,0.0,0.0,100.0,65.8,81.2,40.6,14.9
2025-04-27 23:30:00,3753.0,0.0,3647.0,8723.0,1872.0,62.0,4888.0,3088.0,234.0,0.0,0.0,26267.0,76.0,17392.0,15521.0,10657.0,3753.0,14.3,0.0,13.9,33.2,7.1,0.2,18.6,11.8,0.9,0.0,0.0,100.0,66.2,82.1,40.6,14.3
2025-04-28 00:00:00,3896.0,0.0,3630.0,8541.0,1823.0,62.0,4890.0,3076.0,131.0,0.0,0.0,26049.0,78.0,17132.0,15316.0,10426.0,3896.0,15.0,0.0,13.9,32.8,7.0,0.2,18.8,11.8,0.5,0.0,0.0,100.0,65.8,81.8,40.0,15.0
2025-04-28 00:30:00,3969.0,0.0,3622.0,8173.0,1789.0,63.0,4888.0,3101.0,154.0,0.0,0.0,25759.0,80.0,16748.0,14960.0,10025.0,3969.0,15.4,0.0,14.1,31.7,6.9,0.2,19.0,12.0,0.6,0.0,0.0,100.0,65.0,81.3,38.9,15.4
2025-04-28 01:00:00,4127.0,0.0,3596.0,7582.0,1732.0,66.0,4886.0,3092.0,160.0,0.0,0.0,25241.0,84.0,16068.0,14337.0,9380.0,4127.0,16.4,0.0,14.2,30.0,6.9,0.3,19.4,12.2,0.6,0.0,0.0,100.0,63.7,79.9,37.2,16.4
2025-04-28 01:30:00,4473.0,0.0,3593.0,6984.0,1619.0,68.0,4886.0,3044.0,161.0,0.0,0.0,24829.0,91.0,15308.0,13690.0,8671.0,4473.0,18.0,0.0,14.5,28.1,6.5,0.3,19.7,12.3,0.6,0.0,0.0,100.0,61.7,77.6,34.9,18.0
2025-04-28 02:00:00,5253.0,0.0,3569.0,6203.0,1506.0,68.0,4838.0,3111.0,172.0,0.0,0.0,24719.0,104.0,14457.0,12952.0,7777.0,5253.0,21.3,0.0,14.4,25.1,6.1,0.3,19.6,12.6,0.7,0.0,0.0,100.0,58.5,73.6,31.5,21.3
2025-04-28 02:30:00,5766.0,0.0,3561.0,5756.0,1449.0,70.0,4838.0,3100.0,177.0,0.0,0.0,24717.0,113.0,13936.0,12488.0,7275.0,5766.0,23.3,0.0,14.4,23.3,5.9,0.3,19.6,12.5,0.7,0.0,0.0,100.0,56.4,71.2,29.4,23.3
2025-04-28 03:00:00,5973.0,0.0,3531.0,5485.0,1428.0,70.0,4774.0,3090.0,189.0,0.0,0.0,24539.0,117.0,13604.0,12200.0,6983.0,5973.0,24.3,0.0,14.4,22.4,5.8,0.3,19.5,12.6,0.8,0.0,0.0,100.0,55.4,70.5,28.5,24.3
2025-04-28 03:30:00,6363.0,0.0,3528.0,5215.0,1407.0,71.0,4734.0,3090.0,194.0,0.0,0.0,24602.0,123.0,13311.0,11905.0,6693.0,6363.0,25.9,0.0,14.3,21.2,5.7,0.3,19.2,12.6,0.8,0.0,0.0,100.0,54.1,68.5,27.2,25.9
2025-04-28 04:00:00,7501.0,0.0,3503.0,5216.0,1373.0,72.0,3866.0,3088.0,212.0,0.0,0.0,24831.0,139.0,13252.0,11880.0,6661.0,7501.0,30.2,0.0,14.1,21.0,5.5,0.3,15.6,12.4,0.9,0.0,0.0,100.0,53.4,64.6,26.8,30.2
2025-04-28 04:30:00,8346.0,0.0,3497.0,5017.0,1322.0,112.0,3828.0,3089.0,226.0,8.0,88.0,25533.0,149.0,13133.0,11807.0,6547.0,8346.0,32.7,0.0,13.7,19.6,5.2,0.4,15.0,12.1,0.9,0.0,0.3,100.0,51.4,62.1,25.6,32.7
2025-04-28 05:00:00,9165.0,0.0,3469.0,4666.0,1261.0,286.0,3770.0,3113.0,265.0,308.0,288.0,26591.0,156.0,13391.0,11851.0,6809.0,9165.0,34.5,0.0,13.0,17.5,4.7,1.1,14.2,11.7,1.0,1.2,1.1,100.0,50.4,61.2,25.6,34.5
2025-04-28 05:30:00,9535.0,0.0,3458.0,4251.0,1202.0,418.0,3788.0,3111.0,321.0,994.0,280.0,27358.0,158.0,13714.0,11644.0,7145.0,9535.0,34.9,0.0,12.6,15.5,4.4,1.5,13.8,11.4,1.2,3.6,1.0,100.0,50.1,59.9,26.1,34.9
2025-04-28 06:00:00,9145.0,0.0,3435.0,4178.0,1145.0,421.0,5642.0,3102.0,362.0,1972.0,216.0,29618.0,150.0,14469.0,11460.0,7932.0,9145.0,30.9,0.0,11.6,14.1,3.9,1.4,19.0,10.5,1.2,6.7,0.7,100.0,48.9,60.7,26.8,30.9
2025-04-28 06:30:00,9323.0,0.0,3433.0,4008.0,1087.0,388.0,5866.0,3087.0,421.0,2954.0,216.0,30783.0,149.0,15173.0,11313.0,8653.0,9323.0,30.3,0.0,11.2,13.0,3.5,1.3,19.1,10.0,1.4,9.6,0.7,100.0,49.3,59.8,28.1,30.3
2025-04-28 07:00:00,8986.0,0.0,3407.0,4356.0,1038.0,380.0,6838.0,3051.0,418.0,4341.0,6.0,32821.0,143.0,16579.0,11313.0,10121.0,8986.0,27.4,0.0,10.4,13.3,3.2,1.2,20.8,9.3,1.3,13.2,0.0,100.0,50.5,60.5,30.8,27.4
2025-04-28 07:30:00,8805.0,0.0,3402.0,4414.0,1004.0,367.0,6894.0,3063.0,446.0,5553.0,0.0,33948.0,136.0,17803.0,11385.0,11338.0,8805.0,25.9,0.0,10.0,13.0,3.0,1.1,20.3,9.0,1.3,16.4,0.0,100.0,52.4,61.2,33.4,25.9
2025-04-28 08:00:00,8542.0,0.0,3384.0,4548.0,977.0,164.0,6934.0,3024.0,436.0,6674.0,0.0,34683.0,130.0,18771.0,11287.0,12363.0,8542.0,24.6,0.0,9.8,13.1,2.8,0.5,20.0,8.7,1.3,19.2,0.0,100.0,54.1,61.7,35.6,24.6
2025-04-28 08:30:00,7318.0,0.0,3381.0,4422.0,949.0,163.0,6934.0,3023.0,442.0,7914.0,0.0,34546.0,117.0,19852.0,11194.0,13448.0,7318.0,21.2,0.0,9.8,12.8,2.7,0.5,20.1,8.8,1.3,22.9,0.0,100.0,57.5,63.0,38.9,21.2
2025-04-28 09:00:00,6401.0,0.0,3181.0,4517.0,935.0,137.0,6934.0,3031.0,435.0,9002.0,0.0,34573.0,106.0,20803.0,11097.0,14591.0,6401.0,18.5,0.0,9.2,13.1,2.7,0.4,20.1,8.8,1.3,26.0,0.0,100.0,60.2,64.8,42.2,18.5
2025-04-28 09:30:00,5940.0,0.0,3180.0,4340.0,945.0,127.0,6934.0,2762.0,435.0,10080.0,0.0,34742.0,99.0,21434.0,10615.0,15492.0,5940.0,17.1,0.0,9.2,12.5,2.7,0.4,20.0,8.0,1.3,29.0,0.0,100.0,61.7,65.5,44.6,17.1
