timestamp,event_type,incident_id,details
2025-03-05 10:30:00,Incident Created,INC-01301,CURTAILMENT_RISK_INCIDENT
2025-03-05 11:00:00,Resolved,INC-01298,Incident Closed
2025-03-05 11:00:00,Escalated,INC-01302,Supervisor
2025-03-05 11:00:00,Incident Created,INC-01302,CURTAILMENT_RISK_INCIDENT
2025-03-05 11:30:00,Resolved,INC-01299,Incident Closed
2025-03-05 11:30:00,Escalated,INC-01303,Supervisor
2025-03-05 11:30:00,Incident Created,INC-01303,CURTAILMENT_RISK_INCIDENT
2025-03-05 12:00:00,Resolved,INC-01300,Incident Closed
2025-03-05 12:00:00,Escalated,INC-01304,Supervisor
2025-03-05 12:00:00,Incident Created,INC-01304,CURTAILMENT_RISK_INCIDENT
2025-03-05 12:30:00,Resolved,INC-01301,Incident Closed
2025-03-05 12:30:00,Incident Created,INC-01305,CURTAILMENT_RISK_INCIDENT
2025-03-05 12:30:00,Escalated,INC-01305,Supervisor
2025-03-05 13:00:00,Resolved,INC-01302,Incident Closed
2025-03-05 13:00:00,Incident Created,INC-01306,CURTAILMENT_RISK_INCIDENT
2025-03-05 13:00:00,Escalated,INC-01306,Supervisor
2025-03-05 13:30:00,Resolved,INC-01303,Incident Closed
2025-03-05 13:30:00,Escalated,INC-01307,Supervisor
2025-03-05 13:30:00,Incident Created,INC-01307,CURTAILMENT_RISK_INCIDENT
2025-03-05 14:00:00,Resolved,INC-01304,Incident Closed
2025-03-05 14:00:00,Escalated,INC-01308,Supervisor
2025-03-05 14:00:00,Incident Created,INC-01308,CURTAILMENT_RISK_INCIDENT
2025-03-05 14:30:00,Resolved,INC-01305,Incident Closed
2025-03-05 14:30:00,Incident Created,INC-01309,CURTAILMENT_RISK_INCIDENT
2025-03-05 14:30:00,Escalated,INC-01309,Supervisor
2025-03-05 15:00:00,Resolved,INC-01306,Incident Closed
2025-03-05 15:00:00,Escalated,INC-01310,Supervisor
2025-03-05 15:00:00,Incident Created,INC-01310,CURTAILMENT_RISK_INCIDENT
2025-03-05 15:30:00,Resolved,INC-01307,Incident Closed
2025-03-05 15:30:00,Escalated,INC-01311,Supervisor
2025-03-05 15:30:00,Incident Created,INC-01311,CURTAILMENT_RISK_INCIDENT
2025-03-05 16:00:00,Resolved,INC-01308,Incident Closed
2025-03-05 16:30:00,Resolved,INC-01309,Incident Closed
2025-03-05 17:00:00,Resolved,INC-01310,Incident Closed
2025-03-05 17:30:00,Resolved,INC-01311,Incident Closed
2025-03-06 10:00:00,Escalated,INC-01312,Supervisor
2025-03-06 10:00:00,Incident Created,INC-01312,CURTAILMENT_RISK_INCIDENT
2025-03-06 10:30:00,Incident Created,INC-01313,CURTAILMENT_RISK_INCIDENT
2025-03-06 10:30:00,Escalated,INC-01313,Supervisor
2025-03-06 11:00:00,Incident Created,INC-01314,CURTAILMENT_RISK_INCIDENT
2025-03-06 11:00:00,Escalated,INC-01314,Supervisor
2025-03-06 11:30:00,Incident Created,INC-01315,CURTAILMENT_RISK_INCIDENT
2025-03-06 11:30:00,Escalated,INC-01315,Supervisor
2025-03-06 12:00:00,Resolved,INC-01312,Incident Closed
2025-03-06 12:00:00,Escalated,INC-01316,Supervisor
2025-03-06 12:00:00,Incident Created,INC-01316,CURTAILMENT_RISK_INCIDENT
2025-03-06 12:30:00,Resolved,INC-01313,Incident Closed
2025-03-06 12:30:00,Incident Created,INC-01317,CURTAILMENT_RISK_INCIDENT
2025-03-06 12:30:00,Escalated,INC-01317,Supervisor
2025-03-06 13:00:00,Resolved,INC-01314,Incident Closed
2025-03-06 13:00:00,Incident Created,INC-01318,CURTAILMENT_RISK_INCIDENT
2025-03-06 13:00:00,Escalated,INC-01318,Supervisor
2025-03-06 13:30:00,Resolved,INC-01315,Incident Closed
2025-03-06 13:30:00,Incident Created,INC-01319,CURTAILMENT_RISK_INCIDENT
2025-03-06 13:30:00,Escalated,INC-01319,Supervisor
2025-03-06 14:00:00,Resolved,INC-01316,Incident Closed
2025-03-06 14:00:00,Incident Created,INC-01320,CURTAILMENT_RISK_INCIDENT
2025-03-06 14:00:00,Escalated,INC-01320,Supervisor
2025-03-06 14:30:00,Resolved,INC-01317,Incident Closed
2025-03-06 14:30:00,Incident Created,INC-01321,CURTAILMENT_RISK_INCIDENT
2025-03-06 14:30:00,Escalated,INC-01321,Supervisor
2025-03-06 15:00:00,Resolved,INC-01318,Incident Closed
2025-03-06 15:00:00,Escalated,INC-01322,Supervisor
2025-03-06 15:00:00,Incident Created,INC-01322,CURTAILMENT_RISK_INCIDENT
2025-03-06 15:30:00,Resolved,INC-01319,Incident Closed
2025-03-06 16:00:00,Resolved,INC-01320,Incident Closed
2025-03-06 16:30:00,Resolved,INC-01321,Incident Closed
2025-03-06 17:00:00,Resolved,INC-01322,Incident Closed
2025-03-07 17:00:00,Escalated,INC-01323,Regional Controller
2025-03-07 17:00:00,Incident Created,INC-01323,OPERATIONAL_RISK_INCIDENT
2025-03-07 19:00:00,Resolved,INC-01323,Incident Closed
2025-03-09 16:30:00,Escalated,INC-01324,Supervisor
2025-03-09 16:30:00,Incident Created,INC-01324,SUSTAINABILITY_INCIDENT
2025-03-09 17:00:00,Escalated,INC-01325,Supervisor
2025-03-09 17:00:00,Incident Created,INC-01325,SUSTAINABILITY_INCIDENT
2025-03-09 17:30:00,Escalated,INC-01326,Supervisor
2025-03-09 17:30:00,Incident Created,INC-01326,SUSTAINABILITY_INCIDENT
2025-03-09 18:00:00,Incident Created,INC-01327,SUSTAINABILITY_INCIDENT
2025-03-09 18:00:00,Escalated,INC-01327,Supervisor
2025-03-09 18:30:00,Resolved,INC-01324,Incident Closed
2025-03-09 18:30:00,Incident Created,INC-01328,SUSTAINABILITY_INCIDENT
2025-03-09 18:30:00,Escalated,INC-01328,Supervisor
2025-03-09 19:00:00,Resolved,INC-01325,Incident Closed
2025-03-09 19:00:00,Incident Created,INC-01329,SUSTAINABILITY_INCIDENT
2025-03-09 19:00:00,Escalated,INC-01329,Supervisor
2025-03-09 19:30:00,Resolved,INC-01326,Incident Closed
2025-03-09 19:30:00,Incident Created,INC-01330,SUSTAINABILITY_INCIDENT
2025-03-09 19:30:00,Escalated,INC-01330,Supervisor
2025-03-09 20:00:00,Resolved,INC-01327,Incident Closed
2025-03-09 20:00:00,Escalated,INC-01331,Supervisor
2025-03-09 20:00:00,Incident Created,INC-01331,SUSTAINABILITY_INCIDENT
2025-03-09 20:30:00,Resolved,INC-01328,Incident Closed
2025-03-09 20:30:00,Escalated,INC-01332,Supervisor
2025-03-09 20:30:00,Incident Created,INC-01332,SUSTAINABILITY_INCIDENT
2025-03-09 20:30:00,Incident Created,INC-01333,OPERATIONAL_RISK_INCIDENT
2025-03-09 20:30:00,Escalated,INC-01333,Regional Controller
2025-03-09 21:00:00,Resolved,INC-01329,Incident Closed
2025-03-09 21:00:00,Incident Created,INC-01334,SUSTAINABILITY_INCIDENT
2025-03-09 21:00:00,Escalated,INC-01334,Supervisor
2025-03-09 21:30:00,Resolved,INC-01330,Incident Closed
2025-03-09 21:30:00,Escalated,INC-01335,Supervisor
2025-03-09 21:30:00,Incident Created,INC-01335,SUSTAINABILITY_INCIDENT
2025-03-09 21:30:00,Escalated,INC-01336,Regional Controller
2025-03-09 21:30:00,Incident Created,INC-01336,OPERATIONAL_RISK_INCIDENT
2025-03-09 22:00:00,Resolved,INC-01331,Incident Closed
2025-03-09 22:00:00,Incident Created,INC-01337,SUSTAINABILITY_INCIDENT
2025-03-09 22:00:00,Escalated,INC-01337,Supervisor
2025-03-09 22:00:00,Incident Created,INC-01338,OPERATIONAL_RISK_INCIDENT
2025-03-09 22:00:00,Escalated,INC-01338,Regional Controller
2025-03-09 22:30:00,Resolved,INC-01332,Incident Closed
2025-03-09 22:30:00,Resolved,INC-01333,Incident Closed
2025-03-09 23:00:00,Resolved,INC-01334,Incident Closed
2025-03-09 23:30:00,Resolved,INC-01335,Incident Closed
2025-03-09 23:30:00,Resolved,INC-01336,Incident Closed
2025-03-10 00:00:00,Resolved,INC-01337,Incident Closed
2025-03-10 00:00:00,Resolved,INC-01338,Incident Closed
2025-03-12 18:00:00,Escalated,INC-01339,Regional Controller
2025-03-12 18:00:00,Incident Created,INC-01339,PEAK_LOAD_EMISSIONS_INCIDENT
2025-03-12 18:30:00,Escalated,INC-01340,Regional Controller
2025-03-12 18:30:00,Incident Created,INC-01340,PEAK_LOAD_EMISSIONS_INCIDENT
2025-03-12 19:00:00,Escalated,INC-01341,Regional Controller
2025-03-12 19:00:00,Incident Created,INC-01341,PEAK_LOAD_EMISSIONS_INCIDENT
2025-03-12 20:00:00,Resolved,INC-01339,Incident Closed
2025-03-12 20:30:00,Resolved,INC-01340,Incident Closed
2025-03-12 21:00:00,Resolved,INC-01341,Incident Closed
2025-03-13 15:00:00,Escalated,INC-01342,Supervisor
2025-03-13 15:00:00,Incident Created,INC-01342,SUSTAINABILITY_INCIDENT
2025-03-13 15:30:00,Incident Created,INC-01343,SUSTAINABILITY_INCIDENT
2025-03-13 15:30:00,Escalated,INC-01343,Supervisor
2025-03-13 16:00:00,Incident Created,INC-01344,SUSTAINABILITY_INCIDENT
2025-03-13 16:00:00,Escalated,INC-01344,Supervisor
2025-03-13 16:30:00,Incident Created,INC-01345,SUSTAINABILITY_INCIDENT
2025-03-13 16:30:00,Escalated,INC-01345,Supervisor
2025-03-13 17:00:00,Resolved,INC-01342,Incident Closed
2025-03-13 17:00:00,Incident Created,INC-01346,SUSTAINABILITY_INCIDENT
2025-03-13 17:00:00,Escalated,INC-01346,Supervisor
2025-03-13 17:30:00,Resolved,INC-01343,Incident Closed
2025-03-13 17:30:00,Incident Created,INC-01347,SUSTAINABILITY_INCIDENT
2025-03-13 17:30:00,Escalated,INC-01347,Supervisor
2025-03-13 17:30:00,Escalated,INC-01348,Regional Controller
2025-03-13 17:30:00,Incident Created,INC-01348,PEAK_LOAD_EMISSIONS_INCIDENT
2025-03-13 18:00:00,Resolved,INC-01344,Incident Closed
2025-03-13 18:00:00,Escalated,INC-01349,Supervisor
2025-03-13 18:00:00,Incident Created,INC-01349,SUSTAINABILITY_INCIDENT
2025-03-13 18:00:00,Incident Created,INC-01350,PEAK_LOAD_EMISSIONS_INCIDENT
2025-03-13 18:00:00,Escalated,INC-01350,Regional Controller
2025-03-13 18:30:00,Resolved,INC-01345,Incident Closed
2025-03-13 18:30:00,Incident Created,INC-01351,SUSTAINABILITY_INCIDENT
2025-03-13 18:30:00,Escalated,INC-01351,Supervisor
2025-03-13 18:30:00,Incident Created,INC-01352,PEAK_LOAD_EMISSIONS_INCIDENT
2025-03-13 18:30:00,Escalated,INC-01352,Regional Controller
2025-03-13 19:00:00,Resolved,INC-01346,Incident Closed
2025-03-13 19:00:00,Escalated,INC-01353,Supervisor
2025-03-13 19:00:00,Incident Created,INC-01353,SUSTAINABILITY_INCIDENT
2025-03-13 19:00:00,Escalated,INC-01354,Regional Controller
2025-03-13 19:00:00,Incident Created,INC-01354,PEAK_LOAD_EMISSIONS_INCIDENT
2025-03-13 19:30:00,Resolved,INC-01347,Incident Closed
2025-03-13 19:30:00,Resolved,INC-01348,Incident Closed
2025-03-13 19:30:00,Escalated,INC-01355,Supervisor
2025-03-13 19:30:00,Incident Created,INC-01355,SUSTAINABILITY_INCIDENT
2025-03-13 19:30:00,Escalated,INC-01356,Regional Controller
2025-03-13 19:30:00,Incident Created,INC-01356,PEAK_LOAD_EMISSIONS_INCIDENT
2025-03-13 20:00:00,Resolved,INC-01349,Incident Closed
2025-03-13 20:00:00,Resolved,INC-01350,Incident Closed
2025-03-13 20:00:00,Incident Created,INC-01357,SUSTAINABILITY_INCIDENT
2025-03-13 20:00:00,Escalated,INC-01357,Supervisor
2025-03-13 20:30:00,Resolved,INC-01351,Incident Closed
2025-03-13 20:30:00,Resolved,INC-01352,Incident Closed
2025-03-13 20:30:00,Incident Created,INC-01358,SUSTAINABILITY_INCIDENT
2025-03-13 20:30:00,Escalated,INC-01358,Supervisor
2025-03-13 21:00:00,Resolved,INC-01353,Incident Closed
2025-03-13 21:00:00,Resolved,INC-01354,Incident Closed
2025-03-13 21:00:00,Escalated,INC-01359,Supervisor
2025-03-13 21:00:00,Incident Created,INC-01359,SUSTAINABILITY_INCIDENT
2025-03-13 21:30:00,Resolved,INC-01355,Incident Closed
2025-03-13 21:30:00,Resolved,INC-01356,Incident Closed
2025-03-13 21:30:00,Incident Created,INC-01360,SUSTAINABILITY_INCIDENT
2025-03-13 21:30:00,Escalated,INC-01360,Supervisor
2025-03-13 22:00:00,Resolved,INC-01357,Incident Closed
2025-03-13 22:00:00,Escalated,INC-01361,Supervisor
2025-03-13 22:00:00,Incident Created,INC-01361,SUSTAINABILITY_INCIDENT
2025-03-13 22:30:00,Resolved,INC-01358,Incident Closed
2025-03-13 22:30:00,Escalated,INC-01362,Supervisor
2025-03-13 22:30:00,Incident Created,INC-01362,SUSTAINABILITY_INCIDENT
2025-03-13 23:00:00,Resolved,INC-01359,Incident Closed
2025-03-13 23:00:00,Incident Created,INC-01363,SUSTAINABILITY_INCIDENT
2025-03-13 23:00:00,Escalated,INC-01363,Supervisor
2025-03-13 23:30:00,Resolved,INC-01360,Incident Closed
2025-03-13 23:30:00,Incident Created,INC-01364,SUSTAINABILITY_INCIDENT
2025-03-13 23:30:00,Escalated,INC-01364,Supervisor
2025-03-14 00:00:00,Resolved,INC-01361,Incident Closed
2025-03-14 00:00:00,Incident Created,INC-01365,SUSTAINABILITY_INCIDENT
2025-03-14 00:00:00,Escalated,INC-01365,Supervisor
2025-03-14 00:30:00,Resolved,INC-01362,Incident Closed
2025-03-14 00:30:00,Escalated,INC-01366,Supervisor
2025-03-14 00:30:00,Incident Created,INC-01366,SUSTAINABILITY_INCIDENT
2025-03-14 01:00:00,Resolved,INC-01363,Incident Closed
2025-03-14 01:00:00,Escalated,INC-01367,Supervisor
2025-03-14 01:00:00,Incident Created,INC-01367,SUSTAINABILITY_INCIDENT
2025-03-14 01:30:00,Resolved,INC-01364,Incident Closed
2025-03-14 01:30:00,Escalated,INC-01368,Supervisor
2025-03-14 01:30:00,Incident Created,INC-01368,SUSTAINABILITY_INCIDENT
2025-03-14 02:00:00,Resolved,INC-01365,Incident Closed
2025-03-14 02:00:00,Escalated,INC-01369,Supervisor
2025-03-14 02:00:00,Incident Created,INC-01369,SUSTAINABILITY_INCIDENT
2025-03-14 02:30:00,Resolved,INC-01366,Incident Closed
2025-03-14 02:30:00,Escalated,INC-01370,Supervisor
2025-03-14 02:30:00,Incident Created,INC-01370,SUSTAINABILITY_INCIDENT
2025-03-14 03:00:00,Resolved,INC-01367,Incident Closed
2025-03-14 03:00:00,Incident Created,INC-01371,SUSTAINABILITY_INCIDENT
2025-03-14 03:00:00,Escalated,INC-01371,Supervisor
2025-03-14 03:30:00,Resolved,INC-01368,Incident Closed
2025-03-14 03:30:00,Incident Created,INC-01372,SUSTAINABILITY_INCIDENT
2025-03-14 03:30:00,Escalated,INC-01372,Supervisor
2025-03-14 04:00:00,Resolved,INC-01369,Incident Closed
2025-03-14 04:00:00,Escalated,INC-01373,Supervisor
2025-03-14 04:00:00,Incident Created,INC-01373,SUSTAINABILITY_INCIDENT
2025-03-14 04:30:00,Resolved,INC-01370,Incident Closed
2025-03-14 04:30:00,Incident Created,INC-01374,SUSTAINABILITY_INCIDENT
2025-03-14 04:30:00,Escalated,INC-01374,Supervisor
2025-03-14 05:00:00,Resolved,INC-01371,Incident Closed
2025-03-14 05:00:00,Escalated,INC-01375,Supervisor
2025-03-14 05:00:00,Incident Created,INC-01375,SUSTAINABILITY_INCIDENT
2025-03-14 05:30:00,Resolved,INC-01372,Incident Closed
2025-03-14 05:30:00,Incident Created,INC-01376,SUSTAINABILITY_INCIDENT
2025-03-14 05:30:00,Escalated,INC-01376,Supervisor
2025-03-14 06:00:00,Resolved,INC-01373,Incident Closed
2025-03-14 06:00:00,Escalated,INC-01377,Supervisor
2025-03-14 06:00:00,Incident Created,INC-01377,SUSTAINABILITY_INCIDENT
2025-03-14 06:30:00,Resolved,INC-01374,Incident Closed
2025-03-14 06:30:00,Escalated,INC-01378,Supervisor
2025-03-14 06:30:00,Incident Created,INC-01378,SUSTAINABILITY_INCIDENT
2025-03-14 07:00:00,Resolved,INC-01375,Incident Closed
2025-03-14 07:00:00,Escalated,INC-01379,Supervisor
2025-03-14 07:00:00,Incident Created,INC-01379,SUSTAINABILITY_INCIDENT
2025-03-14 07:30:00,Resolved,INC-01376,Incident Closed
2025-03-14 07:30:00,Escalated,INC-01380,Supervisor
2025-03-14 07:30:00,Incident Created,INC-01380,SUSTAINABILITY_INCIDENT
2025-03-14 08:00:00,Resolved,INC-01377,Incident Closed
2025-03-14 08:00:00,Escalated,INC-01381,Supervisor
2025-03-14 08:00:00,Incident Created,INC-01381,SUSTAINABILITY_INCIDENT
2025-03-14 08:30:00,Resolved,INC-01378,Incident Closed
2025-03-14 09:00:00,Resolved,INC-01379,Incident Closed
2025-03-14 09:30:00,Resolved,INC-01380,Incident Closed
2025-03-14 10:00:00,Resolved,INC-01381,Incident Closed
2025-03-14 10:00:00,Incident Created,INC-01382,OPERATIONAL_RISK_INCIDENT
2025-03-14 10:00:00,Escalated,INC-01382,Regional Controller
2025-03-14 10:30:00,Escalated,INC-01383,Regional Controller
2025-03-14 10:30:00,Incident Created,INC-01383,OPERATIONAL_RISK_INCIDENT
2025-03-14 11:00:00,Incident Created,INC-01384,OPERATIONAL_RISK_INCIDENT
2025-03-14 11:00:00,Escalated,INC-01384,Regional Controller
2025-03-14 11:30:00,Incident Created,INC-01385,OPERATIONAL_RISK_INCIDENT
2025-03-14 11:30:00,Escalated,INC-01385,Regional Controller
2025-03-14 12:00:00,Resolved,INC-01382,Incident Closed
2025-03-14 12:00:00,Escalated,INC-01386,Regional Controller
2025-03-14 12:00:00,Incident Created,INC-01386,OPERATIONAL_RISK_INCIDENT
2025-03-14 12:30:00,Resolved,INC-01383,Incident Closed
2025-03-14 13:00:00,Resolved,INC-01384,Incident Closed
2025-03-14 13:30:00,Resolved,INC-01385,Incident Closed
2025-03-14 14:00:00,Resolved,INC-01386,Incident Closed
2025-03-14 14:00:00,Escalated,INC-01387,Supervisor
2025-03-14 14:00:00,Incident Created,INC-01387,SUSTAINABILITY_INCIDENT
2025-03-14 14:30:00,Escalated,INC-01388,Supervisor
2025-03-14 14:30:00,Incident Created,INC-01388,SUSTAINABILITY_INCIDENT
2025-03-14 15:00:00,Escalated,INC-01389,Supervisor
2025-03-14 15:00:00,Incident Created,INC-01389,SUSTAINABILITY_INCIDENT
2025-03-14 15:30:00,Incident Created,INC-01390,SUSTAINABILITY_INCIDENT
2025-03-14 15:30:00,Escalated,INC-01390,Supervisor
2025-03-14 16:00:00,Resolved,INC-01387,Incident Closed
2025-03-14 16:00:00,Incident Created,INC-01391,SUSTAINABILITY_INCIDENT
2025-03-14 16:00:00,Escalated,INC-01391,Supervisor
2025-03-14 16:30:00,Resolved,INC-01388,Incident Closed
2025-03-14 16:30:00,Incident Created,INC-01392,SUSTAINABILITY_INCIDENT
2025-03-14 16:30:00,Escalated,INC-01392,Supervisor
2025-03-14 17:00:00,Resolved,INC-01389,Incident Closed
2025-03-14 17:00:00,Escalated,INC-01393,Supervisor
2025-03-14 17:00:00,Incident Created,INC-01393,SUSTAINABILITY_INCIDENT
2025-03-14 17:30:00,Resolved,INC-01390,Incident Closed
2025-03-14 17:30:00,Escalated,INC-01394,Supervisor
2025-03-14 17:30:00,Incident Created,INC-01394,SUSTAINABILITY_INCIDENT
2025-03-14 18:00:00,Resolved,INC-01391,Incident Closed
2025-03-14 18:00:00,Incident Created,INC-01395,SUSTAINABILITY_INCIDENT
2025-03-14 18:00:00,Escalated,INC-01395,Supervisor
2025-03-14 18:00:00,Incident Created,INC-01396,PEAK_LOAD_EMISSIONS_INCIDENT
2025-03-14 18:00:00,Escalated,INC-01396,Regional Controller
2025-03-14 18:30:00,Resolved,INC-01392,Incident Closed
2025-03-14 18:30:00,Escalated,INC-01397,Supervisor
2025-03-14 18:30:00,Incident Created,INC-01397,SUSTAINABILITY_INCIDENT
2025-03-14 18:30:00,Escalated,INC-01398,Regional Controller
2025-03-14 18:30:00,Incident Created,INC-01398,PEAK_LOAD_EMISSIONS_INCIDENT
2025-03-14 19:00:00,Resolved,INC-01393,Incident Closed
2025-03-14 19:00:00,Escalated,INC-01399,Supervisor
2025-03-14 19:00:00,Incident Created,INC-01399,SUSTAINABILITY_INCIDENT
2025-03-14 19:30:00,Resolved,INC-01394,Incident Closed
2025-03-14 19:30:00,Incident Created,INC-01400,SUSTAINABILITY_INCIDENT
2025-03-14 19:30:00,Escalated,INC-01400,Supervisor
2025-03-14 20:00:00,Resolved,INC-01395,Incident Closed
2025-03-14 20:00:00,Resolved,INC-01396,Incident Closed
2025-03-14 20:00:00,Incident Created,INC-01401,SUSTAINABILITY_INCIDENT
2025-03-14 20:00:00,Escalated,INC-01401,Supervisor
2025-03-14 20:30:00,Resolved,INC-01397,Incident Closed
2025-03-14 20:30:00,Resolved,INC-01398,Incident Closed
2025-03-14 20:30:00,Incident Created,INC-01402,SUSTAINABILITY_INCIDENT
2025-03-14 20:30:00,Escalated,INC-01402,Supervisor
2025-03-14 21:00:00,Resolved,INC-01399,Incident Closed
2025-03-14 21:00:00,Incident Created,INC-01403,SUSTAINABILITY_INCIDENT
2025-03-14 21:00:00,Escalated,INC-01403,Supervisor
2025-03-14 21:30:00,Resolved,INC-01400,Incident Closed
2025-03-14 21:30:00,Escalated,INC-01404,Supervisor
2025-03-14 21:30:00,Incident Created,INC-01404,SUSTAINABILITY_INCIDENT
2025-03-14 22:00:00,Resolved,INC-01401,Incident Closed
2025-03-14 22:00:00,Incident Created,INC-01405,SUSTAINABILITY_INCIDENT
2025-03-14 22:00:00,Escalated,INC-01405,Supervisor
2025-03-14 22:30:00,Resolved,INC-01402,Incident Closed
2025-03-14 22:30:00,Incident Created,INC-01406,SUSTAINABILITY_INCIDENT
2025-03-14 22:30:00,Escalated,INC-01406,Supervisor
2025-03-14 23:00:00,Resolved,INC-01403,Incident Closed
2025-03-14 23:30:00,Resolved,INC-01404,Incident Closed
2025-03-15 00:00:00,Resolved,INC-01405,Incident Closed
2025-03-15 00:30:00,Resolved,INC-01406,Incident Closed
2025-03-17 06:00:00,Incident Created,INC-01407,SUSTAINABILITY_INCIDENT
2025-03-17 06:00:00,Escalated,INC-01407,Supervisor
2025-03-17 06:30:00,Incident Created,INC-01408,SUSTAINABILITY_INCIDENT
2025-03-17 06:30:00,Escalated,INC-01408,Supervisor
2025-03-17 07:00:00,Incident Created,INC-01409,SUSTAINABILITY_INCIDENT
2025-03-17 07:00:00,Escalated,INC-01409,Supervisor
2025-03-17 07:30:00,Escalated,INC-01410,Supervisor
2025-03-17 07:30:00,Incident Created,INC-01410,SUSTAINABILITY_INCIDENT
2025-03-17 08:00:00,Resolved,INC-01407,Incident Closed
2025-03-17 08:00:00,Escalated,INC-01411,Supervisor
2025-03-17 08:00:00,Incident Created,INC-01411,SUSTAINABILITY_INCIDENT
2025-03-17 08:30:00,Resolved,INC-01408,Incident Closed
2025-03-17 08:30:00,Escalated,INC-01412,Supervisor
2025-03-17 08:30:00,Incident Created,INC-01412,SUSTAINABILITY_INCIDENT
2025-03-17 09:00:00,Resolved,INC-01409,Incident Closed
2025-03-17 09:30:00,Resolved,INC-01410,Incident Closed
2025-03-17 10:00:00,Resolved,INC-01411,Incident Closed
2025-03-17 10:30:00,Resolved,INC-01412,Incident Closed
2025-03-18 11:00:00,Escalated,INC-01413,Supervisor
2025-03-18 11:00:00,Incident Created,INC-01413,CURTAILMENT_RISK_INCIDENT
2025-03-18 11:30:00,Incident Created,INC-01414,CURTAILMENT_RISK_INCIDENT
2025-03-18 11:30:00,Escalated,INC-01414,Supervisor
2025-03-18 12:00:00,Escalated,INC-01415,Supervisor
2025-03-18 12:00:00,Incident Created,INC-01415,CURTAILMENT_RISK_INCIDENT
2025-03-18 12:30:00,Incident Created,INC-01416,CURTAILMENT_RISK_INCIDENT
2025-03-18 12:30:00,Escalated,INC-01416,Supervisor
2025-03-18 13:00:00,Resolved,INC-01413,Incident Closed
2025-03-18 13:00:00,Incident Created,INC-01417,CURTAILMENT_RISK_INCIDENT
2025-03-18 13:00:00,Escalated,INC-01417,Supervisor
2025-03-18 13:30:00,Resolved,INC-01414,Incident Closed
2025-03-18 13:30:00,Incident Created,INC-01418,CURTAILMENT_RISK_INCIDENT
2025-03-18 13:30:00,Escalated,INC-01418,Supervisor
2025-03-18 14:00:00,Resolved,INC-01415,Incident Closed
2025-03-18 14:00:00,Incident Created,INC-01419,CURTAILMENT_RISK_INCIDENT
2025-03-18 14:00:00,Escalated,INC-01419,Supervisor
2025-03-18 14:30:00,Resolved,INC-01416,Incident Closed
2025-03-18 15:00:00,Resolved,INC-01417,Incident Closed
2025-03-18 15:30:00,Resolved,INC-01418,Incident Closed
2025-03-18 16:00:00,Resolved,INC-01419,Incident Closed
2025-03-19 04:30:00,Incident Created,INC-01420,SUSTAINABILITY_INCIDENT
2025-03-19 04:30:00,Escalated,INC-01420,Supervisor
2025-03-19 05:00:00,Incident Created,INC-01421,SUSTAINABILITY_INCIDENT
2025-03-19 05:00:00,Escalated,INC-01421,Supervisor
2025-03-19 05:30:00,Incident Created,INC-01422,SUSTAINABILITY_INCIDENT
2025-03-19 05:30:00,Escalated,INC-01422,Supervisor
2025-03-19 06:00:00,Incident Created,INC-01423,SUSTAINABILITY_INCIDENT
2025-03-19 06:00:00,Escalated,INC-01423,Supervisor
2025-03-19 06:30:00,Resolved,INC-01420,Incident Closed
2025-03-19 06:30:00,Incident Created,INC-01424,SUSTAINABILITY_INCIDENT
2025-03-19 06:30:00,Escalated,INC-01424,Supervisor
2025-03-19 07:00:00,Resolved,INC-01421,Incident Closed
2025-03-19 07:00:00,Incident Created,INC-01425,SUSTAINABILITY_INCIDENT
2025-03-19 07:00:00,Escalated,INC-01425,Supervisor
2025-03-19 07:30:00,Resolved,INC-01422,Incident Closed
2025-03-19 07:30:00,Incident Created,INC-01426,SUSTAINABILITY_INCIDENT
2025-03-19 07:30:00,Escalated,INC-01426,Supervisor
2025-03-19 08:00:00,Resolved,INC-01423,Incident Closed
2025-03-19 08:30:00,Resolved,INC-01424,Incident Closed
2025-03-19 09:00:00,Resolved,INC-01425,Incident Closed
2025-03-19 09:30:00,Resolved,INC-01426,Incident Closed
2025-03-19 15:00:00,Escalated,INC-01427,Supervisor
2025-03-19 15:00:00,Incident Created,INC-01427,SUSTAINABILITY_INCIDENT
2025-03-19 15:30:00,Incident Created,INC-01428,SUSTAINABILITY_INCIDENT
2025-03-19 15:30:00,Escalated,INC-01428,Supervisor
2025-03-19 16:00:00,Escalated,INC-01429,Supervisor
2025-03-19 16:00:00,Incident Created,INC-01429,SUSTAINABILITY_INCIDENT
2025-03-19 16:30:00,Escalated,INC-01430,Supervisor
2025-03-19 16:30:00,Incident Created,INC-01430,SUSTAINABILITY_INCIDENT
2025-03-19 16:30:00,Escalated,INC-01431,Regional Controller
2025-03-19 16:30:00,Incident Created,INC-01431,OPERATIONAL_RISK_INCIDENT
2025-03-19 17:00:00,Resolved,INC-01427,Incident Closed
2025-03-19 17:00:00,Incident Created,INC-01432,SUSTAINABILITY_INCIDENT
2025-03-19 17:00:00,Escalated,INC-01432,Supervisor
2025-03-19 17:00:00,Incident Created,INC-01433,OPERATIONAL_RISK_INCIDENT
2025-03-19 17:00:00,Escalated,INC-01433,Regional Controller
2025-03-19 17:30:00,Resolved,INC-01428,Incident Closed
2025-03-19 17:30:00,Incident Created,INC-01434,SUSTAINABILITY_INCIDENT
2025-03-19 17:30:00,Escalated,INC-01434,Supervisor
