timestamp,signal_name,severity,reason,supporting_metric,confidence,impact_area,owner,resolution_target,operational_consequence
2025-03-13 17:30:00,Low Renewable Window,Medium,Renewable generation below threshold,5003.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-13 18:00:00,Low Renewable Window,Medium,Renewable generation below threshold,5198.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-13 18:30:00,Low Renewable Window,Medium,Renewable generation below threshold,5063.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-13 19:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4324.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-13 19:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4296.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-13 20:00:00,Low Renewable Window,Medium,Renewable generation below threshold,3845.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-13 20:30:00,Low Renewable Window,Medium,Renewable generation below threshold,3808.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-13 21:00:00,Low Renewable Window,Medium,Renewable generation below threshold,3212.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-13 21:30:00,Low Renewable Window,Medium,Renewable generation below threshold,2938.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-13 22:00:00,Low Renewable Window,Medium,Renewable generation below threshold,3051.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-13 22:30:00,Low Renewable Window,Medium,Renewable generation below threshold,2787.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-13 23:00:00,Low Renewable Window,Medium,Renewable generation below threshold,2750.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-13 23:30:00,Low Renewable Window,Medium,Renewable generation below threshold,2715.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 00:00:00,Low Renewable Window,Medium,Renewable generation below threshold,2734.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 00:30:00,Low Renewable Window,Medium,Renewable generation below threshold,3012.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 01:00:00,Low Renewable Window,Medium,Renewable generation below threshold,3236.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 01:30:00,Low Renewable Window,Medium,Renewable generation below threshold,3212.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 02:00:00,Low Renewable Window,Medium,Renewable generation below threshold,3265.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 02:30:00,Low Renewable Window,Medium,Renewable generation below threshold,3547.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 03:00:00,Low Renewable Window,Medium,Renewable generation below threshold,3702.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 03:30:00,Low Renewable Window,Medium,Renewable generation below threshold,3574.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 04:00:00,Low Renewable Window,Medium,Renewable generation below threshold,3536.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 04:30:00,Low Renewable Window,Medium,Renewable generation below threshold,3659.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 05:00:00,Low Renewable Window,Medium,Renewable generation below threshold,3668.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 05:30:00,Low Renewable Window,Medium,Renewable generation below threshold,3924.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 06:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4056.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 06:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4363.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 07:00:00,Low Renewable Window,Medium,Renewable generation below threshold,5154.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 07:30:00,Low Renewable Window,Medium,Renewable generation below threshold,6461.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 08:00:00,Low Renewable Window,Medium,Renewable generation below threshold,7285.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 14:00:00,Low Renewable Window,Medium,Renewable generation below threshold,7957.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 14:30:00,Low Renewable Window,Medium,Renewable generation below threshold,7058.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 15:00:00,Low Renewable Window,Medium,Renewable generation below threshold,6729.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 15:30:00,Low Renewable Window,Medium,Renewable generation below threshold,6507.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 16:00:00,Low Renewable Window,Medium,Renewable generation below threshold,5624.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 16:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4915.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 17:00:00,Low Renewable Window,Medium,Renewable generation below threshold,5035.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 17:30:00,Low Renewable Window,Medium,Renewable generation below threshold,5206.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 18:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4821.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 18:30:00,Low Renewable Window,Medium,Renewable generation below threshold,5040.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 19:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4411.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 19:30:00,Low Renewable Window,Medium,Renewable generation below threshold,3998.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 20:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4183.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 20:30:00,Low Renewable Window,Medium,Renewable generation below threshold,3957.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 21:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4062.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 21:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4147.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 22:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4143.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 22:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4243.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 23:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4059.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-14 23:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4147.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 00:00:00,Low Renewable Window,Medium,Renewable generation below threshold,3867.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 00:30:00,Low Renewable Window,Medium,Renewable generation below threshold,3785.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 01:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4022.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 01:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4196.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 02:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4264.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 02:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4509.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 03:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4610.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 03:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4607.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 04:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4780.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 04:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4927.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 05:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4816.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 05:30:00,Low Renewable Window,Medium,Renewable generation below threshold,5066.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 06:00:00,Low Renewable Window,Medium,Renewable generation below threshold,5011.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 06:30:00,Low Renewable Window,Medium,Renewable generation below threshold,5390.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 17:30:00,Low Renewable Window,Medium,Renewable generation below threshold,7133.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 18:00:00,Low Renewable Window,Medium,Renewable generation below threshold,7048.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 18:30:00,Low Renewable Window,Medium,Renewable generation below threshold,7064.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 19:00:00,Low Renewable Window,Medium,Renewable generation below threshold,7187.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 19:30:00,Low Renewable Window,Medium,Renewable generation below threshold,6993.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 20:00:00,Low Renewable Window,Medium,Renewable generation below threshold,6539.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 20:30:00,Low Renewable Window,Medium,Renewable generation below threshold,6224.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 21:00:00,Low Renewable Window,Medium,Renewable generation below threshold,5893.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 21:30:00,Low Renewable Window,Medium,Renewable generation below threshold,5598.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 22:00:00,Low Renewable Window,Medium,Renewable generation below threshold,5291.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 22:30:00,Low Renewable Window,Medium,Renewable generation below threshold,5067.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 23:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4839.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-15 23:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4511.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-16 00:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4402.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-16 00:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4224.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-16 01:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4164.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-16 01:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4386.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-16 02:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4358.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-16 02:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4412.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-16 03:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4611.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-16 03:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4522.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-16 04:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4591.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-16 04:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4669.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-16 05:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4606.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-16 05:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4526.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-16 06:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4621.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-16 06:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4956.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-17 02:30:00,Low Renewable Window,Medium,Renewable generation below threshold,5462.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-17 03:00:00,Low Renewable Window,Medium,Renewable generation below threshold,5038.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-17 03:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4976.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-17 04:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4753.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-17 04:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4321.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-17 05:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4178.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-17 05:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4229.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-17 06:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4644.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-17 06:30:00,Low Renewable Window,Medium,Renewable generation below threshold,5346.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-17 07:00:00,Low Renewable Window,Medium,Renewable generation below threshold,6004.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-17 07:30:00,Low Renewable Window,Medium,Renewable generation below threshold,6543.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-17 08:00:00,Low Renewable Window,Medium,Renewable generation below threshold,6917.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-17 08:30:00,Low Renewable Window,Medium,Renewable generation below threshold,7399.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 01:00:00,Low Renewable Window,Medium,Renewable generation below threshold,5637.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 01:30:00,Low Renewable Window,Medium,Renewable generation below threshold,5126.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 02:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4654.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 02:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4226.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 03:00:00,Low Renewable Window,Medium,Renewable generation below threshold,3929.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 03:30:00,Low Renewable Window,Medium,Renewable generation below threshold,3670.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 04:00:00,Low Renewable Window,Medium,Renewable generation below threshold,3405.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 04:30:00,Low Renewable Window,Medium,Renewable generation below threshold,3128.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 05:00:00,Low Renewable Window,Medium,Renewable generation below threshold,3466.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 05:30:00,Low Renewable Window,Medium,Renewable generation below threshold,3584.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 06:00:00,Low Renewable Window,Medium,Renewable generation below threshold,3752.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 06:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4218.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 07:00:00,Low Renewable Window,Medium,Renewable generation below threshold,5460.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 07:30:00,Low Renewable Window,Medium,Renewable generation below threshold,7137.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 15:00:00,Low Renewable Window,Medium,Renewable generation below threshold,7125.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 15:30:00,Low Renewable Window,Medium,Renewable generation below threshold,5805.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 16:00:00,Low Renewable Window,Medium,Renewable generation below threshold,5155.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 16:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4126.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 17:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4403.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 17:30:00,Low Renewable Window,Medium,Renewable generation below threshold,3920.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 18:00:00,Low Renewable Window,Medium,Renewable generation below threshold,3643.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 18:30:00,Low Renewable Window,Medium,Renewable generation below threshold,3757.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 19:00:00,Low Renewable Window,Medium,Renewable generation below threshold,2904.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 19:30:00,Low Renewable Window,Medium,Renewable generation below threshold,2675.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 20:00:00,Low Renewable Window,Medium,Renewable generation below threshold,1916.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 20:30:00,Low Renewable Window,Medium,Renewable generation below threshold,1412.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 21:00:00,Low Renewable Window,Medium,Renewable generation below threshold,1490.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 21:30:00,Low Renewable Window,Medium,Renewable generation below threshold,1182.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 22:00:00,Low Renewable Window,Medium,Renewable generation below threshold,1081.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 22:30:00,Low Renewable Window,Medium,Renewable generation below threshold,1022.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 23:00:00,Low Renewable Window,Medium,Renewable generation below threshold,1004.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-19 23:30:00,Low Renewable Window,Medium,Renewable generation below threshold,1013.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-20 00:00:00,Low Renewable Window,Medium,Renewable generation below threshold,946.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-20 00:30:00,Low Renewable Window,Medium,Renewable generation below threshold,869.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-20 01:00:00,Low Renewable Window,Medium,Renewable generation below threshold,839.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-20 01:30:00,Low Renewable Window,Medium,Renewable generation below threshold,871.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-20 02:00:00,Low Renewable Window,Medium,Renewable generation below threshold,839.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-20 02:30:00,Low Renewable Window,Medium,Renewable generation below threshold,826.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-20 03:00:00,Low Renewable Window,Medium,Renewable generation below threshold,829.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-20 03:30:00,Low Renewable Window,Medium,Renewable generation below threshold,835.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-20 04:00:00,Low Renewable Window,Medium,Renewable generation below threshold,834.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-20 04:30:00,Low Renewable Window,Medium,Renewable generation below threshold,832.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-20 05:00:00,Low Renewable Window,Medium,Renewable generation below threshold,988.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-20 05:30:00,Low Renewable Window,Medium,Renewable generation below threshold,1118.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-20 06:00:00,Low Renewable Window,Medium,Renewable generation below threshold,1106.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-20 06:30:00,Low Renewable Window,Medium,Renewable generation below threshold,2154.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-20 07:00:00,Low Renewable Window,Medium,Renewable generation below threshold,3275.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-20 07:30:00,Low Renewable Window,Medium,Renewable generation below threshold,5291.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-20 08:00:00,Low Renewable Window,Medium,Renewable generation below threshold,6746.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-23 16:00:00,Low Renewable Window,Medium,Renewable generation below threshold,6681.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-23 16:30:00,Low Renewable Window,Medium,Renewable generation below threshold,6677.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-23 18:00:00,Low Renewable Window,Medium,Renewable generation below threshold,7447.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-23 18:30:00,Low Renewable Window,Medium,Renewable generation below threshold,7210.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-23 19:00:00,Low Renewable Window,Medium,Renewable generation below threshold,7094.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-23 19:30:00,Low Renewable Window,Medium,Renewable generation below threshold,6559.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-23 20:00:00,Low Renewable Window,Medium,Renewable generation below threshold,5834.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-23 20:30:00,Low Renewable Window,Medium,Renewable generation below threshold,5032.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-23 21:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4499.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-23 21:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4199.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-23 22:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4147.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-23 22:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4627.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-23 23:00:00,Low Renewable Window,Medium,Renewable generation below threshold,5093.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-24 17:30:00,Low Renewable Window,Medium,Renewable generation below threshold,7885.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-24 18:00:00,Low Renewable Window,Medium,Renewable generation below threshold,7301.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-24 18:30:00,Low Renewable Window,Medium,Renewable generation below threshold,7576.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-24 19:00:00,Low Renewable Window,Medium,Renewable generation below threshold,7683.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-24 19:30:00,Low Renewable Window,Medium,Renewable generation below threshold,7502.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-24 20:00:00,Low Renewable Window,Medium,Renewable generation below threshold,7347.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-25 17:30:00,Low Renewable Window,Medium,Renewable generation below threshold,7772.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-25 18:00:00,Low Renewable Window,Medium,Renewable generation below threshold,7619.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-25 18:30:00,Low Renewable Window,Medium,Renewable generation below threshold,7314.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-25 19:00:00,Low Renewable Window,Medium,Renewable generation below threshold,6474.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-25 19:30:00,Low Renewable Window,Medium,Renewable generation below threshold,5823.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-25 20:00:00,Low Renewable Window,Medium,Renewable generation below threshold,4638.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
2025-03-25 20:30:00,Low Renewable Window,Medium,Renewable generation below threshold,4116.0,High,Sustainability,Energy Operations Team,6 Hours,Increased dependence on fossil generation
