incident_id,timestamp,incident_type,severity,owner,notification_group,escalation_path
INC-00500,2025-01-20 02:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00501,2025-01-20 03:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00502,2025-01-20 03:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00503,2025-01-20 04:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00504,2025-01-20 04:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00505,2025-01-20 05:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00506,2025-01-20 05:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00507,2025-01-20 06:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00508,2025-01-20 06:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00509,2025-01-20 07:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00510,2025-01-20 07:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00511,2025-01-20 08:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00512,2025-01-20 08:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00513,2025-01-20 08:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00514,2025-01-20 08:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00515,2025-01-20 09:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00516,2025-01-20 09:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00517,2025-01-20 09:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00518,2025-01-20 09:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00519,2025-01-20 10:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00520,2025-01-20 10:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00521,2025-01-20 10:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00522,2025-01-20 10:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00523,2025-01-20 11:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00524,2025-01-20 11:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00525,2025-01-20 11:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00526,2025-01-20 11:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00527,2025-01-20 12:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00528,2025-01-20 12:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00529,2025-01-20 12:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00530,2025-01-20 12:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00531,2025-01-20 13:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00532,2025-01-20 13:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00533,2025-01-20 13:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00534,2025-01-20 13:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00535,2025-01-20 14:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00536,2025-01-20 14:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00537,2025-01-20 14:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00538,2025-01-20 14:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00539,2025-01-20 15:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00540,2025-01-20 15:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00541,2025-01-20 15:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00542,2025-01-20 15:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00543,2025-01-20 16:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00544,2025-01-20 16:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00545,2025-01-20 16:30:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00546,2025-01-20 16:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00547,2025-01-20 16:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00548,2025-01-20 17:00:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00549,2025-01-20 17:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00550,2025-01-20 17:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00551,2025-01-20 17:30:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00552,2025-01-20 17:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00553,2025-01-20 17:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00554,2025-01-20 18:00:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00555,2025-01-20 18:00:00,FORECAST_RISK_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00556,2025-01-20 18:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00557,2025-01-20 18:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00558,2025-01-20 18:00:00,CAPACITY_PLANNING_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00559,2025-01-20 18:00:00,OPERATIONAL_RISK_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00560,2025-01-20 18:30:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00561,2025-01-20 18:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00562,2025-01-20 18:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00563,2025-01-20 19:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00564,2025-01-20 19:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00565,2025-01-20 19:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00566,2025-01-20 19:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00567,2025-01-20 20:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00568,2025-01-20 20:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00569,2025-01-20 20:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00570,2025-01-20 20:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00571,2025-01-20 21:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00572,2025-01-20 21:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00573,2025-01-20 22:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00574,2025-01-20 22:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00575,2025-01-20 23:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00576,2025-01-20 23:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00577,2025-01-21 00:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00578,2025-01-21 00:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00579,2025-01-21 01:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00580,2025-01-21 01:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00581,2025-01-21 02:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00582,2025-01-21 02:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00583,2025-01-21 03:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00584,2025-01-21 03:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00585,2025-01-21 04:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00586,2025-01-21 04:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00587,2025-01-21 05:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00588,2025-01-21 05:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00589,2025-01-21 06:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00590,2025-01-21 06:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00591,2025-01-21 07:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00592,2025-01-21 07:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00593,2025-01-21 08:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00594,2025-01-21 08:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00595,2025-01-21 08:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00596,2025-01-21 08:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00597,2025-01-21 09:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00598,2025-01-21 09:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00599,2025-01-21 09:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00600,2025-01-21 09:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00601,2025-01-21 10:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00602,2025-01-21 10:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00603,2025-01-21 10:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00604,2025-01-21 10:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00605,2025-01-21 11:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00606,2025-01-21 11:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00607,2025-01-21 11:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00608,2025-01-21 11:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00609,2025-01-21 12:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00610,2025-01-21 12:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00611,2025-01-21 12:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00612,2025-01-21 12:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00613,2025-01-21 13:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00614,2025-01-21 13:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00615,2025-01-21 13:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00616,2025-01-21 13:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00617,2025-01-21 14:00:00,FORECAST_RISK_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00618,2025-01-21 14:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00619,2025-01-21 14:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00620,2025-01-21 14:00:00,OPERATIONAL_RISK_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00621,2025-01-21 14:30:00,FORECAST_RISK_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00622,2025-01-21 14:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00623,2025-01-21 14:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00624,2025-01-21 14:30:00,OPERATIONAL_RISK_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00625,2025-01-21 15:00:00,FORECAST_RISK_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00626,2025-01-21 15:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00627,2025-01-21 15:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00628,2025-01-21 15:00:00,OPERATIONAL_RISK_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00629,2025-01-21 15:30:00,FORECAST_RISK_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00630,2025-01-21 15:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00631,2025-01-21 15:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00632,2025-01-21 15:30:00,OPERATIONAL_RISK_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00633,2025-01-21 16:00:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00634,2025-01-21 16:00:00,FORECAST_RISK_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00635,2025-01-21 16:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00636,2025-01-21 16:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00637,2025-01-21 16:00:00,CAPACITY_PLANNING_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00638,2025-01-21 16:00:00,OPERATIONAL_RISK_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00639,2025-01-21 16:30:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00640,2025-01-21 16:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00641,2025-01-21 16:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00642,2025-01-21 17:00:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00643,2025-01-21 17:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00644,2025-01-21 17:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00645,2025-01-21 17:30:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00646,2025-01-21 17:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00647,2025-01-21 17:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00648,2025-01-21 18:00:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00649,2025-01-21 18:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00650,2025-01-21 18:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00651,2025-01-21 18:30:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00652,2025-01-21 18:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00653,2025-01-21 18:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00654,2025-01-21 19:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00655,2025-01-21 19:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00656,2025-01-21 19:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00657,2025-01-21 19:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00658,2025-01-21 20:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00659,2025-01-21 20:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00660,2025-01-21 20:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00661,2025-01-21 20:30:00,OPERATIONAL_RISK_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00662,2025-01-21 21:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00663,2025-01-21 21:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00664,2025-01-21 22:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00665,2025-01-21 22:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00666,2025-01-21 23:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00667,2025-01-21 23:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00668,2025-01-22 00:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00669,2025-01-22 00:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00670,2025-01-22 01:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00671,2025-01-22 01:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00672,2025-01-22 02:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00673,2025-01-22 02:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00674,2025-01-22 03:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00675,2025-01-22 03:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00676,2025-01-22 04:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00677,2025-01-22 04:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00678,2025-01-22 05:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00679,2025-01-22 05:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00680,2025-01-22 06:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00681,2025-01-22 06:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00682,2025-01-22 07:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00683,2025-01-22 07:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00684,2025-01-22 08:00:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00685,2025-01-22 08:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00686,2025-01-22 08:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00687,2025-01-22 08:30:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00688,2025-01-22 08:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00689,2025-01-22 08:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00690,2025-01-22 09:00:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00691,2025-01-22 09:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00692,2025-01-22 09:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00693,2025-01-22 09:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00694,2025-01-22 09:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00695,2025-01-22 10:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00696,2025-01-22 10:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00697,2025-01-22 10:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
